padron;valuacion;boleta
675129;40418.58;9358431
675131;94849.66;9358432
675132;64335.82;9358433
675134;37057.68;9358434
675135;37236.8;9358435
675137;43667.72;9358436
675138;60714.04;9358437
777364;60585.65;9358438
675139;43450.59;9358439
777367;115747.62;9358440
777369;24983.95;9358441
777370;13501.18;9358443
777371;83993.94;9358444
777372;79715.22;9358445
675141;40265.18;9358446
777373;41282.705;9358447
777374;73265.81;9358448
777375;35107.17;9358449
675142;69377.06;9358450
777376;100988.71;9358451
675736;83729.71;9358452
777377;23522.65;9358453
777378;83671.465;9358454
777381;38478.475;9358456
777382;39170.99;9358457
675738;239612.19;9358460
777383;25565.655;9358461
777384;7000.0;9358462
777385;59334.25;9358463
675097;26126.75;9358464
777386;77801.97;9358465
777388;13502.55;9358466
777389;81541.62;9358467
777390;81206.69;9358468
777391;45197.23;9358469
777392;24189.36;9358470
675098;72951.015;9358471
675099;62942.395;9358472
777393;71709.66;9358473
777394;97866.83;9358474
777396;34147.59;9358475
675102;76261.41;9358476
777395;69880.305;9358477
777397;31200.88;9358478
777398;13503.56;9358479
675103;75783.53;9358480
777399;13503.56;9358481
777400;53673.05;9358482
675105;67876.26;9358483
777401;33435.52;9358484
777402;70996.47;9358485
777403;30812.06;9358486
675107;105940.44;9358487
777513;164420.49;9358488
675111;83893.4;9358489
777515;91478.72;9358490
675113;38723.99;9358491
777518;96530.02;9358493
777520;31641.37;9358494
675116;75902.81;9358495
777521;77667.95;9358496
777522;35703.12;9358497
777524;24794.66;9358498
777526;61621.72;9358499
777527;43414.51;9358500
675118;104756.87;9358501
777529;25629.1;9358502
675119;103573.37;9358503
777530;34322.85;9358504
777531;20238.63;9358505
777532;80598.78;9358506
777533;59929.86;9358507
777538;13481.39;9358509
777540;45246.18;9358511
777541;13495.88;9358512
777542;35630.72;9358513
777543;57725.58;9358514
676008;82504.8;9358516
777546;38730.65;9358517
676375;110170.0;9358518
777547;36381.13;9358520
676012;23794.85;9358521
676011;37253.23;9358522
676014;43448.07;9358524
777548;173258.48;9358525
676016;70313.99;9358527
676017;51925.91;9358528
777552;21632.02;9358530
777553;76463.99;9358531
676018;50774.78;9358532
777554;36209.3;9358533
676019;19261.35;9358534
777555;81873.71;9358535
676020;19261.35;9358536
777556;29866.44;9358537
676378;90970.09;9358538
777557;23178.15;9358539
777558;23016.24;9358540
676022;45643.86;9358541
777559;45523.86;9358542
676023;41321.12;9358543
777560;13428.93;9358544
676380;174515.89;9358545
676024;54643.85;9358546
777561;45390.15;9358547
777562;77357.58;9358548
676025;58275.8;9358549
676381;125926.63;9358550
777563;42951.58;9358551
777564;46763.59;9358552
777235;30076.33;9358554
482484;71752.72;9358555
777236;33631.41;9358556
482473;71445.39;9358557
482476;136628.09;9358558
777238;28557.51;9358560
777239;12165.55;9358561
777240;12686.04;9358562
777242;68935.06;9358564
777243;12132.57;9358565
482467;119869.64;9358566
777244;12126.61;9358567
777245;12642.31;9358568
777246;23712.24;9358569
777248;122173.47;9358570
777249;1028474.0;9358571
482469;130870.776;9358572
777250;22528.477062;9358573
777251;88043.06;9358574
777252;51217.37;9358576
777253;39084.46;9358577
777254;24787.52;9358578
482472;261861.65;9358579
777256;73080.2;9358581
777257;27761.34;9358582
777258;25377.71;9358583
777259;22158.92;9358584
777260;37212.03;9358585
777261;23068.19;9358586
777262;11979.86;9358588
482450;75896.47;9358589
777263;25895.42;9358590
777264;46491.55;9358592
777265;36548.57;9358593
482452;144928.4;9358594
777266;26821.115;9358595
777267;24513.08;9358596
777268;35474.56;9358597
777269;52663.22;9358598
777270;60227.07;9358599
777271;34772.91;9358600
777272;11978.36;9358601
777273;19922.275;9358602
777274;12506.43;9358603
777275;41421.93;9358604
777276;66333.91;9358605
777277;11990.33;9358606
777278;54425.13;9358607
777279;76090.66;9358608
777280;35423.455;9358609
777282;38120.2;9358610
777285;32600.59;9358612
777286;46952.78;9358613
777289;25341.1;9358615
777290;19731.69;9358616
483378;273147.57;9358618
483384;25145.86;9358620
483386;25145.86;9358621
483390;118279.41;9358623
483391;203832.34;9358624
483392;234355.06;9358626
483393;24391.49;9358627
679885;46374.27;9358628
483398;226347.68;9358630
483394;75853.18;9358631
679876;49332.82;9358632
483395;182173.395;9358633
483396;150247.42;9358634
483397;122376.51;9358635
483399;133440.72;9358636
679878;173836.91;9358637
483400;196271.82;9358638
679879;177013.56;9358639
483404;170428.71;9358642
483405;25145.86;9358643
679882;71770.91;9358644
679884;98932.07;9358645
676321;46789.12;9358646
676323;47461.93;9358647
679854;79711.83;9358648
679846;69591.02;9358649
679848;92740.78;9358650
679849;58623.96;9358651
679850;144261.6;9358652
679851;116040.69;9358653
679852;47425.23;9358654
679855;119663.91;9358655
679856;70848.05;9358656
679858;49385.37;9358657
679860;94308.37;9358658
679861;111814.72;9358659
679862;88139.51;9358660
679864;263209.14;9358662
679866;71746.12;9358663
679867;71439.13;9358664
679869;135217.51;9358665
679821;75998.81;9358667
679825;157839.2;9358668
679827;76418.34;9358669
679830;97085.89;9358671
679833;90902.41;9358672
679835;104434.83;9358673
679836;143217.54;9358674
679837;117532.57;9358675
679838;65584.08;9358676
679839;67138.22;9358677
679842;71540.63;9358678
679844;83045.01;9358679
679796;67435.71;9358680
679798;102228.45;9358681
679799;104960.54;9358682
679801;76140.03;9358684
679802;63089.63;9358685
679803;149214.87;9358686
679804;146733.18;9358687
679805;125278.81;9358688
679806;105352.98;9358689
679807;60097.94;9358690
679809;84491.2;9358691
679810;157909.39;9358692
679815;117682.815;9358694
679816;89351.62;9358695
679817;70907.21;9358696
679818;125640.12;9358697
581158;245315.82;9358698
676099;200117.58;9358700
382476;42404.49;9358701
679773;112132.24;9358702
679775;142736.95;9358703
679778;67651.38;9358704
679779;86230.82;9358705
679783;92494.71;9358707
679784;62953.5;9358708
679785;57527.63;9358709
679786;124653.58;9358710
679787;68729.03;9358711
679788;57870.42;9358712
679791;80741.31;9358713
679792;129470.41;9358714
679794;122182.4;9358715
679751;64744.98;9358716
679753;47940.21;9358717
679755;56751.66;9358718
679759;89401.05;9358719
679765;102748.27;9358721
679766;128489.69;9358722
679767;61480.92;9358723
679731;126787.31;9358724
679733;177938.9;9358725
679735;128391.63;9358727
679739;92034.96;9358728
679740;93164.1;9358729
679743;106335.83;9358730
679744;98997.85;9358731
679745;278252.69;9358732
679747;94582.19;9358733
679750;204244.16;9358734
675990;102162.49;9358735
675991;59674.98;9358736
675993;133923.5;9358737
676001;38553.05;9358738
676002;35200.38;9358739
676003;48499.6;9358740
676004;58392.95;9358741
676005;94936.795;9358742
676007;46532.56;9358743
383261;537400.0;9358744
777644;30560.09;9358745
777645;90214.39;9358746
777646;38518.49;9358747
775595;43986.83;9358748
777647;29148.41;9358749
775596;51255.232;9358750
777648;27648.19;9358751
775598;29210.401;9358753
777650;38656.45;9358754
775599;62930.95;9358755
777651;42145.92;9358756
775600;49213.15;9358757
777652;25600.44;9358758
775601;37086.6325;9358759
777653;70581.032;9358760
775602;48220.05;9358761
775603;81156.64;9358762
775604;65442.42;9358763
775605;26235.94;9358764
775606;25940.93;9358766
777655;70693.04;9358767
775607;34741.16;9358768
777658;35398.03;9358773
775102;83962.92;9358774
775103;105329.81;9358775
777659;33930.29;9358776
777660;38585.44;9358777
775104;35288.16;9358778
775105;54223.72;9358779
777661;59303.5;9358780
775106;41148.15;9358781
777662;38352.23;9358782
775108;35049.0;9358784
777663;44450.21;9358785
775109;28540.45;9358786
775110;17381.27;9358787
775111;71305.98;9358788
777664;18726.89;9358789
775112;137828.63;9358790
775113;35165.84;9358791
775114;37604.22;9358792
775116;36979.21;9358793
775117;38892.74;9358794
775118;42191.88;9358795
775119;88107.4;9358796
775120;60992.12;9358797
775121;55228.35;9358798
775122;49273.1;9358799
775581;254269.48;9358800
775582;48490.61;9358801
777665;26401.88;9358802
777667;28958.97;9358803
775583;25118.47;9358804
777668;30657.8;9358805
775584;49375.86;9358806
775585;67594.6;9358807
775586;28871.06;9358808
775587;53377.42;9358809
777670;12839.02;9358810
775588;139957.83;9358811
777671;50114.69;9358812
775589;29483.11;9358813
775592;29681.74;9358814
775593;37257.81;9358815
775594;38670.09;9358816
777673;49439.4;9358817
777675;20198.38;9358818
777676;21932.55;9358819
777677;38066.84;9358821
775128;18877.76;9358823
777678;96685.67;9358824
777679;79849.49;9358825
775130;30109.73;9358826
775131;18990.78;9358827
777681;12832.69;9358828
775132;48190.421;9358829
777682;36355.36;9358830
775133;18440.84;9358831
775134;12742.24;9358832
777683;15572.88;9358833
775135;41007.105;9358834
775136;25585.0;9358836
777685;59519.73;9358837
775137;27234.69;9358838
775138;80199.87;9358839
775139;35738.58;9358840
775140;42475.54;9358841
775141;53620.83;9358842
775142;103857.39;9358843
775143;131610.8;9358845
777690;20978.35;9358847
775553;94828.53;9358848
775554;38205.9758;9358849
777692;31711.22;9358850
777693;12839.02;9358852
775556;38740.51;9358853
775557;46147.53;9358854
777694;38506.55;9358855
775558;43623.67;9358856
777695;35417.88;9358857
775559;38528.35;9358858
777696;151585.12;9358859
775561;16872.65;9358862
777699;37118.54;9358863
775562;25399.99;9358864
775564;49010.64;9358866
775565;23878.06;9358867
775145;12654.64;9358868
775146;20856.98;9358869
775147;60172.77;9358870
775148;33691.85;9358871
775149;37211.81;9358872
775151;35234.915;9358874
775153;37164.93;9358875
775154;47817.877;9358877
775156;51810.16;9358878
775158;39359.14;9358880
775160;43903.05;9358881
775161;33907.34;9358882
775162;34213.57;9358883
775163;13312.11;9358884
775164;31289.98;9358885
775165;19944.0;9358886
775166;13375.19;9358887
775567;104031.71;9358888
775568;86083.62;9358889
775569;44427.38;9358890
483362;164538.53;9358891
775570;53558.06;9358892
483363;404832.84;9358893
775571;71574.43;9358894
775572;29668.49;9358895
483364;152968.51;9358896
775573;60334.88;9358897
775574;63179.25;9358898
775575;32601.33;9358899
775576;37898.87;9358900
775577;78229.085;9358901
775578;25876.1;9358903
483368;103075.11;9358905
775580;81876.43;9358906
678689;239627.56;9358907
483373;39017.99;9358908
483375;250583.09;9358909
775167;49392.25;9358910
775168;36011.99;9358911
775169;31460.24;9358912
775170;78628.34;9358913
775172;54319.71;9358914
483314;58562.6;9358915
775171;38775.64;9358916
775173;45155.27;9358917
775174;52080.93;9358918
483330;299761.11;9358919
775175;38778.66;9358920
775176;41680.88;9358921
775177;77561.47;9358922
775178;71927.4;9358923
483334;187090.26;9358925
775181;39157.45;9358926
775182;115336.37;9358927
483337;255084.26;9358928
775184;34460.04;9358929
775185;38804.6;9358930
483339;172927.79;9358931
775186;56714.88;9358932
775187;34625.03;9358933
483341;91782.22;9358934
775188;48568.76;9358935
775524;142984.38;9358936
483279;57930.54;9358937
775525;104667.16;9358938
775526;61324.55;9358939
775527;67210.49;9358940
483280;143955.63;9358941
775528;84395.62;9358942
775529;37034.13;9358943
483281;70401.83;9358944
483283;81819.91;9358946
483284;168436.98;9358947
483285;73062.25;9358948
483286;25145.86;9358949
775530;84225.15;9358950
483290;143394.48;9358951
775531;45327.58;9358952
483291;163010.59;9358953
483294;27707.26;9358954
775532;63878.21;9358955
775534;38999.98;9358956
483298;3200.0;9358957
775536;46725.78;9358959
775537;36570.89;9358960
483300;202709.15;9358961
483304;180970.72;9358963
775190;33780.39;9358964
775191;31200.13;9358965
775192;25015.65;9358966
775193;38184.94;9358967
483307;152045.135;9358968
775194;42033.46;9358969
483308;178016.02;9358970
775195;46807.22;9358971
483309;33527.79;9358972
775196;37483.23;9358973
483310;33527.79;9358974
775197;38401.86;9358975
775198;34787.29;9358976
483311;33527.79;9358977
775199;106032.94;9358978
775200;7599.56;9358979
775201;48526.49;9358980
775203;20721.01;9358981
775204;21751.05;9358982
775205;33783.19;9358983
775206;32638.22;9358984
775207;45096.95;9358985
775208;18009.26;9358986
775209;33162.9;9358987
775210;62754.72;9358988
483268;32987.36;9358989
483269;148971.37;9358990
383225;59805.2;9358991
383252;85282.58;9358992
483271;22824.16;9358993
483272;66752.89;9358994
383239;68305.91;9358995
383240;78204.655;9358996
381503;50178.31;9358997
383237;51473.43;9358998
483276;33527.79;9358999
380988;390963.59;9357000
381817;561582.26;9357001
381815;98645.58;9357002
381832;207163.2;9357004
384053;175633.63;9357005
675304;922681.43;9357006
677970;102084.22;9357007
677969;99521.51;9357008
380986;157666.06;9357009
778777;181608.2;9357010
675599;97920.97;9357011
675600;108696.27;9357012
380596;184651.76;9357013
480351;227114.85;9357015
283532;513810.2;9357016
778778;56150.23;9357017
482604;316468.25;9357018
480350;233062.89;9357020
81457;431793.295;9357021
380657;327541.99;9357022
380658;68869.925;9357023
380659;41968.84;9357024
380662;86060.34;9357025
678784;392997.13;9357026
380663;687490.59;9357027
380666;715279.71;9357028
384025;287038.61;9357029
380667;613129.56;9357030
380670;429366.4;9357032
380671;355036.79;9357033
384008;188072.12;9357036
384010;59040.31;9357037
384012;339653.235;9357038
677965;263770.72;9357040
676598;111893.325;9357041
383983;129090.49;9357042
383984;32100.0;9357043
383985;355087.03;9357044
383988;232350.38;9357045
183911;1770754.815;9357046
383991;213964.92;9357047
383992;264845.68;9357048
383993;66265.41;9357049
383994;66292.12;9357050
282852;270496.97;9357051
381737;331029.13;9357052
581307;203728.7;9357054
581312;251841.16;9357055
581315;218410.3;9357056
581320;44830.62;9357057
581294;233586.45;9357058
581301;175671.89;9357059
677745;266186.33;9357063
180252;220030.58;9357064
383293;234234.72;9357066
581273;187855.925;9357068
581276;325791.98;9357069
81246;283194.98;9357070
581278;34770.29;9357071
581280;201870.71;9357073
583310;239641.48;9357074
581249;82445.93;9357075
581251;264253.31;9357076
581254;53775.95;9357077
581259;148992.97;9357078
581257;162277.3;9357079
581230;306079.51;9357080
581231;42996.675;9357081
581232;237908.75;9357082
581233;249904.9;9357083
581234;304817.65;9357084
581237;270344.53;9357085
581245;321507.1;9357086
581201;208794.03;9357087
380640;209742.16;9357088
581204;57523.92;9357089
581205;36005.87;9357090
581210;23400.0;9357091
581211;8200.0;9357092
581215;127724.21;9357093
581218;189437.11;9357094
380647;296955.4;9357095
581221;2300.0;9357096
581222;24800.0;9357097
581223;171021.74;9357098
581226;23900.0;9357099
676181;351222.95;9357100
581186;259494.55;9357101
581192;160540.07;9357102
581193;111171.56;9357103
581196;185159.44;9357104
581174;35576.36;9357105
581176;31231.12;9357106
581177;218087.56;9357107
581178;198591.43;9357108
581179;302395.97;9357109
581141;45329.33;9357110
581142;262970.79;9357111
581144;149085.09;9357112
380653;110130.95;9357113
581145;73866.99;9357114
380654;157825.41;9357115
581147;36618.65;9357116
581150;149559.43;9357117
581151;169119.87;9357118
380618;119786.78;9357119
380619;169871.77;9357120
380620;147195.83;9357121
380621;183188.46;9357122
380622;222063.31;9357123
581161;96930.63;9357124
380628;210800.17;9357125
380630;166417.92;9357126
581166;178616.02;9357127
581168;95241.96;9357128
581023;155177.51;9357129
581024;165886.42;9357130
581025;112452.25;9357131
581027;104564.64;9357132
581035;189278.77;9357133
581000;30460.79;9357134
581002;57658.34;9357135
581004;223374.69;9357136
581011;153397.84;9357137
581013;85012.15;9357138
580987;18300.0;9357139
580989;85831.54;9357140
580994;175842.54;9357141
580963;214399.795;9357142
580964;315247.47;9357143
580967;127227.46;9357144
382556;395375.33;9357145
580977;200929.33;9357146
676155;34200.0;9357147
580978;256473.11;9357148
180871;47818.35;9357149
382870;120074.95;9357150
580980;122766.37;9357151
180474;6500.005;9357152
580947;45180.79;9357153
580948;176610.025;9357154
580949;247563.88;9357155
580955;191449.53;9357156
580953;234249.12;9357157
580956;198292.7;9357158
382253;77314.72;9357159
80983;322452.28;9357160
580962;168958.87;9357161
580921;173783.7;9357162
580931;231209.01;9357163
580940;2300.0;9357164
580941;2300.0;9357165
580943;258342.84;9357166
580907;35576.34;9357167
580915;65475.36;9357168
580038;45281.14;9357169
580906;35576.34;9357170
580039;341431.42;9357171
580040;94490.34;9357172
580045;133386.14;9357174
580898;174141.13;9357175
580896;177025.86;9357176
580046;129737.19;9357177
580853;38077.48;9357178
580855;130232.25;9357179
580856;211571.34;9357180
580858;33318.25;9357181
580859;33555.74;9357182
580860;197864.46;9357183
580865;33318.25;9357184
580871;36901.56;9357185
580873;62796.23;9357186
580876;30450.36;9357187
580877;171251.96;9357188
580881;238103.35;9357189
580882;238103.35;9357190
580888;267850.94;9357191
580889;33318.25;9357192
580890;197912.16;9357193
580752;210234.64;9357194
580753;422721.75;9357195
580754;74125.58;9357196
580050;122468.06;9357197
580055;33527.79;9357198
580760;256592.46;9357199
580743;79800.55;9357201
281772;152969.64;9357202
580745;161224.23;9357203
281773;139109.32;9357205
281774;44068.95;9357206
281776;143348.03;9357207
580750;236800.39;9357208
384456;119050.62;9357211
580726;178348.045;9357212
580729;186818.81;9357213
580732;49574.68;9357214
580731;214252.26;9357215
678072;72233.04;9357216
580712;47194.96;9357217
580716;44633.75;9357218
580719;24300.0;9357219
580723;316228.37;9357220
580707;289394.75;9357221
283849;32000.0;9357223
282250;286043.25;9357224
281790;7100.0;9357225
281792;43642.49;9357226
281793;43642.49;9357227
280824;180100.16;9357229
280826;202306.56;9357231
180212;332731.9;9357232
678668;27100.0;9357233
280818;336953.12;9357234
482587;322633.9;9357235
677167;274133.3;9357236
676605;102767.77;9357237
482592;235601.25;9357239
280798;135670.07;9357240
280799;267752.83;9357241
280809;190085.92;9357242
280806;246265.73;9357243
280801;55936.29;9357244
280802;244731.2;9357245
280803;262654.18;9357246
280804;163638.53;9357247
280805;60362.88;9357248
677738;252133.7;9357249
380477;38543.72;9357250
380481;91405.37;9357253
482596;185355.84;9357254
480755;551150.8;9357255
580652;153559.42;9357257
482585;54740.42;9357258
384310;513118.08;9357259
380495;118195.59;9357260
380497;198035.28;9357261
180669;110328.74;9357262
284989;167172.25;9357263
380449;275196.59;9357264
677474;199291.735;9357265
180664;1158186.05;9357266
380455;282119.96;9357267
381703;127221.94;9357268
180666;137068.12;9357269
180670;105685.37;9357270
180659;290861.0401;9357271
380245;129000.31;9357272
380463;321699.14;9357273
380464;300577.27;9357274
380465;254265.6;9357275
180660;129232.11;9357276
380466;296688.79;9357277
775665;301247.05;9357278
775668;377426.09;9357279
775669;365112.87;9357280
380467;121707.61;9357281
280784;287559.16;9357283
280787;213703.89;9357284
380427;316015.6;9357285
677990;417563.09;9357286
675057;74660.81;9357288
675056;71040.89;9357289
82898;598504.77;9357290
80941;330514.75;9357292
675436;187510.64;9357295
580023;148508.27;9357296
380576;36053.4;9357297
580026;25066.27;9357298
580027;138997.86;9357299
380443;269967.25;9357300
181022;4639.64;9357301
80186;411749.32;9357302
580028;111965.72;9357303
80261;166992.5;9357305
280789;389966.3;9357306
580030;85388.47;9357307
580033;158921.09;9357309
580037;16596.255;9357310
81589;188164.21;9357311
778820;327027.46;9357312
280759;214235.09;9357313
280760;120682.36;9357314
280761;251552.2;9357315
382539;180697.65;9357316
280762;321830.39;9357317
382542;203715.47;9357318
282171;250779.64;9357319
282170;41400.0;9357320
282169;278896.565;9357321
281755;108684.87;9357322
280764;202726.37;9357323
281756;36575.85;9357324
281757;85717.86;9357325
281758;231576.57;9357326
280770;157794.21;9357327
280778;4700.0;9357328
280779;285471.84;9357329
280781;239027.42;9357330
281763;142653.52;9357331
281764;216265.03;9357332
281766;99593.33;9357333
281767;32175.9;9357334
281768;162099.74;9357335
280742;281363.82;9357336
281770;133066.23;9357337
281750;99469.45;9357338
282167;184122.56;9357339
282165;282084.0;9357340
482728;43963.65;9357341
675015;163996.84;9357342
280745;147826.85;9357343
280746;48304.43;9357344
675052;164948.54;9357345
676210;128566.55;9357346
676209;128566.55;9357347
382534;171839.27;9357348
280754;260497.47;9357349
280755;406713.04;9357350
677728;35100.0;9357351
677729;29100.0;9357352
284587;231251.83;9357353
282162;312542.89;9357354
284590;234978.67;9357355
284592;145083.02;9357356
284593;215134.33;9357357
284595;138420.42;9357359
284596;165296.0;9357361
184392;221001.18;9357362
284597;130635.38;9357363
184390;268764.62;9357364
184389;314446.15;9357366
184388;168887.095;9357367
284601;201728.97;9357368
284603;174852.11;9357370
284604;158013.09;9357371
284605;145264.945;9357372
284565;151608.18;9357375
284566;23200.0;9357376
676576;505510.03;9357377
284569;135080.16;9357379
284571;245194.04;9357381
384586;195376.54;9357383
384587;131492.04;9357384
284582;153536.54;9357385
384594;73738.35;9357386
284584;225541.87;9357387
284531;71415.14;9357388
383896;13100.0;9357389
384578;43988.03;9357390
284532;171260.88;9357391
677953;420255.43;9357392
676887;62160.57;9357394
676900;214871.38;9357396
284537;13300.0;9357397
284544;220327.62;9357399
284545;93380.6;9357400
779126;121999.02;9357401
284546;217848.06;9357402
676894;176619.79;9357403
284553;283859.35;9357404
676892;137503.21;9357405
284554;147203.02;9357406
284555;182928.81;9357407
483589;101346.62;9357409
483587;144099.62;9357410
676891;841762.65;9357411
284558;155141.97;9357412
382511;182606.87;9357413
382515;85660.99;9357414
382517;180875.62;9357415
382494;251303.7;9357418
382498;272368.86;9357419
380461;224920.43;9357420
678386;153370.23;9357422
678389;147094.16;9357424
678390;68989.16;9357425
675862;113951.86;9357426
281728;103177.57;9357428
281731;32731.88;9357429
281732;185531.03;9357430
281746;28075.38;9357431
677470;228323.01;9357432
581625;442317.29;9357433
675558;233213.07;9357434
679657;294484.77;9357435
582971;158033.76;9357436
582404;91543.86;9357437
582405;174507.34;9357438
678794;352607.83;9357439
582384;294343.49;9357440
582385;50975.68;9357441
582386;229223.94;9357442
582387;3100.0;9357443
582388;3100.005;9357444
582397;64189.11;9357445
582369;156888.18;9357446
582370;194067.94;9357447
582371;251057.61;9357448
582375;169054.67;9357449
582376;319618.09;9357450
582377;357735.23;9357451
582379;247713.21;9357452
678141;326159.115;9357453
481732;119580.6;9357454
480447;219668.5;9357455
480448;207105.19;9357456
480450;229761.0;9357457
480451;261769.87;9357458
384559;62916.335;9357459
384560;145271.29;9357460
678360;216727.18;9357461
384564;235924.07;9357462
675864;118537.935;9357463
480454;319829.495;9357464
382038;262188.29;9357465
382040;267360.98;9357466
480441;42094.17;9357467
480445;17231.08;9357468
382473;79557.48;9357469
382475;36210.04;9357471
382477;236686.22;9357472
382481;268850.74;9357473
382486;253937.58;9357477
382487;240786.79;9357478
382488;117426.27;9357479
382489;233262.42;9357480
675867;119786.64;9357481
384335;235162.08;9357482
675309;122146.46109;9357483
675311;149375.16;9357484
675313;92113.05;9357485
281710;200429.41;9357486
481980;271084.66;9357487
481981;66757.15;9357488
481982;208139.83;9357489
281716;161215.56;9357490
481986;194084.81;9357491
281717;72912.1;9357492
481987;75686.35;9357493
679081;567574.52;9357494
481992;237198.98;9357495
481964;230904.4;9357496
481968;161892.44;9357498
481969;176453.43;9357499
778120;250665.76;9357500
481960;120561.04;9357501
180969;2033050.36;9357502
284510;190508.81;9357503
284512;46400.0;9357504
284520;172824.29;9357505
281714;122645.98;9357506
281715;41153.72;9357507
281724;224405.6;9357509
281725;199321.11;9357510
281726;123071.76;9357511
284146;251109.46;9357512
582350;3200.0;9357513
281742;204643.27;9357514
582351;3100.0;9357515
582352;195561.21;9357516
284465;208889.39;9357517
582353;213979.63;9357518
582360;220536.18;9357519
775543;188056.87;9357520
582331;316444.99;9357521
776608;289549.02;9357522
677679;739036.26;9357523
284473;152948.47;9357524
284474;101521.67;9357525
284475;92749.31;9357526
679717;507942.69;9357527
284478;252130.51;9357528
582342;265210.05;9357529
582343;319309.17;9357530
582346;348297.73;9357531
284412;277084.65;9357532
582348;202178.46;9357533
284413;268072.27;9357534
677950;636684.81;9357535
284424;257866.96;9357536
284363;127631.3;9357537
284369;47166.58;9357538
284372;46247.76;9357539
284373;145183.47;9357540
284374;233231.97;9357541
284320;97783.9;9357542
284319;341257.56;9357543
284323;247826.10171;9357545
284324;269409.3;9357546
284330;132364.22;9357548
678329;178095.33;9357550
283899;199713.740653;9357551
677358;143289.35;9357554
581425;48204.63;9357555
381524;174774.77;9357556
380990;282960.36;9357557
283903;192113.177;9357558
283905;356469.88;9357559
675324;43270.89;9357560
675801;2600.0;9357562
675802;2600.0;9357563
675805;166968.73;9357564
283892;127222.515;9357567
283898;155007.6;9357568
677597;623068.84;9357569
582300;109221.17;9357570
284564;146127.03;9357571
582301;165720.02;9357572
776921;714412.72;9357573
775692;297254.16;9357574
677912;117260.01;9357575
483578;36329.42;9357576
483582;61319.8;9357578
483583;41719.31;9357579
483585;66890.51;9357580
677356;269206.95;9357581
775541;249734.61;9357582
775540;5400.0;9357583
283877;359824.55;9357584
583146;137839.53;9357585
284525;256551.06;9357586
284527;214077.56;9357587
284528;78810.59;9357588
284529;263569.65;9357589
284530;106861.14;9357590
80935;764654.4;9357591
382456;55240.81;9357592
582307;267595.05;9357593
382464;171910.96;9357594
284485;85060.01;9357595
284486;221059.64;9357596
284488;29665.83;9357597
582285;137569.84;9357598
284491;328631.39;9357599
580671;81936.91;9357600
580673;89184.73;9357601
580674;137884.15;9357602
582293;50975.68;9357603
582294;210644.22;9357604
582296;189124.26;9357605
284497;171599.35;9357606
284498;78083.34;9357607
481697;114952.67;9357610
582268;187689.825;9357611
582270;114942.31;9357612
284437;297812.36;9357613
284440;38530.99;9357614
582277;107040.77;9357615
284442;251248.57;9357616
582279;134317.91;9357617
582280;180271.24;9357618
582263;117875.45;9357619
284441;38530.99;9357620
284446;339466.61;9357621
678403;230450.18;9357622
675791;146420.79;9357623
676366;285467.03;9357624
675793;169881.55;9357625
675794;41266.33;9357626
284456;205413.53;9357627
480320;205223.55;9357628
480323;77926.63;9357629
481936;41193.37;9357630
481937;42066.15;9357631
481941;199314.015;9357632
481943;53024.22;9357633
481944;148669.94;9357634
481951;210368.78;9357635
481752;32034.7;9357636
481753;28044.05;9357637
481917;310436.49;9357638
481918;91972.95;9357639
480310;76962.25;9357640
677671;43907.331061;9357641
480311;61518.34;9357642
675577;210305.56;9357644
675578;46447.88;9357645
483560;42706.52;9357647
483561;36934.24;9357648
483564;41725.21;9357649
483566;124792.35;9357650
483567;70294.1;9357651
483568;133714.62;9357652
483569;97166.28;9357653
483570;157254.81;9357654
483571;106429.86;9357655
284390;323595.62;9357656
483532;36717.0;9357657
284391;246696.87;9357658
676933;86133.11;9357659
480317;26415.6;9357660
284400;375543.8;9357662
284403;254365.65;9357664
284407;183029.85;9357665
482763;106087.33;9357666
582255;332778.39;9357667
284548;156442.17;9357668
677973;470698.87;9357669
582257;274872.75;9357670
284353;211082.64;9357671
582258;60325.18;9357672
384922;8600.0;9357673
582260;223707.7;9357674
582262;232301.76;9357675
678070;67372.51;9357676
381748;166924.41;9357678
676864;63175.46;9357679
676865;63136.04;9357680
284304;273190.99;9357681
481898;235251.29;9357682
481901;192809.15;9357683
675928;87865.32;9357684
481903;152544.385;9357685
675929;402373.17;9357686
582239;223058.46;9357687
481912;287904.03;9357688
679728;4500.005;9357689
675902;135715.83;9357690
675903;81227.55;9357691
382671;58471.48;9357692
382670;63778.6;9357693
382669;65119.47;9357694
382668;64972.63;9357695
382667;64832.52;9357696
382666;51621.1;9357697
382664;51577.67;9357698
582244;200822.91;9357700
81788;86971.5;9357701
81787;86971.5;9357702
481881;56466.95;9357703
81914;1535392.225;9357704
481885;42066.15;9357705
81909;1078068.71;9357706
481890;203239.66;9357707
582220;236225.13;9357708
582222;296571.63;9357710
481870;191843.44;9357711
678133;594929.11;9357712
481875;169110.7;9357713
481876;276006.85;9357714
481878;173622.46;9357715
582230;325467.56;9357716
383635;223125.13;9357717
382125;492708.48;9357718
81365;142392.29;9357720
283864;158098.62;9357721
283863;225088.33;9357722
283862;214015.52;9357723
582206;195369.65;9357724
284007;76105.03;9357725
383628;86735.04;9357727
383630;15100.0;9357728
283857;114648.91;9357729
283856;272705.88;9357730
283855;341572.1721;9357731
675336;211731.49;9357732
582217;224576.31;9357733
