padron;valuacion;boleta
383232;33600.005;9361243
676940;97702.32;9361244
281901;777681.5;9361245
482586;321629.06;9361247
675310;129469.16;9361248
580667;123576.36;9361249
82266;172673.72;9361250
580678;65722.93;9361251
84013;209713.25;9361252
481468;15300.0;9361253
675296;113070.66;9361254
678667;105979.22;9361255
581563;27130.72;9361256
582284;129879.93;9361258
580841;72770.25;9361259
676706;98396.56;9361260
380118;38167.06;9361261
484269;133754.69;9361262
383333;205353.82;9361263
483645;77847.78;9361264
676010;24280.27;9361265
679887;155169.97;9361266
679877;98047.33;9361267
679880;47798.22;9361268
480609;97527.84;9361269
480613;48472.49;9361270
81479;227608.64;9361271
282128;254633.81;9361272
282132;91530.94;9361273
775706;525159.36;9361274
875346;546877.97;9361275
675100;79217.68;9361276
482468;86331.54;9361277
80044;59202.07;9361278
83365;22854.8;9361279
282685;8400.0;9361280
677963;256153.5;9361281
384356;167722.87;9361282
80702;60105.33;9361284
481469;191912.03;9361285
283476;99002.44;9361286
583282;151673.83;9361287
184859;207889.805;9361288
676470;160519.97;9361289
382379;126845.2;9361290
776413;168648.98;9361291
582626;58720.3;9361292
83263;237345.26;9361293
284098;158472.66;9361294
776981;256008.29;9361295
83945;24592.15;9361296
380135;291573.37;9361298
83949;166688.48;9361299
82415;40200.0;9361300
676331;49490.68;9361301
676333;5200.0;9361302
676334;5800.0;9361303
676335;42175.94;9361304
676370;63092.81;9361305
676371;199376.47;9361306
676374;36934.24;9361307
676376;82450.42;9361308
676379;256205.54;9361309
676387;188858.8;9361310
676328;42158.59;9361311
676329;37900.18;9361312
676322;36626.18;9361313
676326;53354.21;9361315
775123;77602.56;9361316
515826;28701.52;9361317
675491;56217.02;9361318
777809;7800.0;9361319
381240;178215.95;9361320
381174;166863.27;9361321
381111;104262.28;9361322
381103;14952.63;9361323
582199;2500.0;9361324
381023;20925.96;9361325
675010;300.0;9361326
678384;162245.52;9361327
779390;171099.45;9361328
775726;68760.33;9361329
384675;22932.97;9361330
384191;286648.67;9361331
280751;181614.41;9361332
581241;183737.78;9361333
581242;33795.48;9361334
779006;7200.005;9361335
779007;5700.0;9361336
779008;132574.56;9361337
779011;463475.37;9361338
779015;7200.0;9361339
779023;602892.47;9361340
779024;146108.3;9361341
779027;759043.41;9361342
779031;418240.43;9361343
779032;830478.12;9361344
779033;633576.38;9361345
779035;791309.54;9361346
779038;493097.08;9361347
779044;159324.2;9361348
581240;31200.22;9361349
480818;49772.59;9361350
676402;45192.0;9361351
679795;146718.25;9361353
676884;87829.69;9361354
679533;6800.0;9361355
679535;6800.0;9361356
679537;39818.99;9361357
679540;36391.32;9361358
679541;23800.0;9361359
679552;44166.9;9361360
679554;267246.05;9361361
679555;39827.48;9361362
679558;44175.19;9361363
679559;44166.36;9361364
679560;301105.76;9361365
679563;302405.38;9361366
679568;272760.11;9361367
679572;272753.84;9361368
679573;39471.76;9361369
679582;289396.46;9361370
679585;39830.14;9361371
679588;39365.75;9361372
679593;293921.16;9361373
679599;39376.84;9361374
679601;291029.82;9361375
679602;337306.42;9361376
679609;43337.425;9361377
679610;39482.79;9361378
679611;125251.19;9361379
679612;82115.38;9361380
679613;68453.6;9361381
679614;296772.75;9361382
679618;48030.14;9361384
679622;52367.58;9361385
679623;60004.25;9361386
679624;60144.68;9361387
679625;589365.21;9361388
679642;42590.225;9361389
679632;40313.18;9361390
679644;293796.26;9361391
679646;50639.96;9361392
184844;228674.7;9361393
581040;231110.23;9361394
383600;98145.57;9361395
381236;106429.94;9361396
284052;4600.0;9361397
678603;154337.44;9361398
184826;156517.93;9361400
481318;31350.14;9361402
775464;14427.43;9361403
482532;63431.34;9361404
875556;1058142.93;9361405
779398;17800.0;9361406
779408;1086234.7;9361407
383234;423737.69;9361408
582653;89722.455;9361409
777292;469952.5;9361410
777294;547605.46;9361412
777295;461347.94;9361413
777297;589488.235;9361414
777298;1125473.65;9361415
777301;72900.0;9361417
777302;865858.57;9361418
777303;78700.0;9361419
779206;825628.64;9361420
779207;421097.62;9361421
777304;803432.31;9361423
779212;427775.53;9361424
779213;888238.1;9361425
779214;1123432.04;9361426
777309;1108007.0;9361427
777310;863389.95;9361428
779216;1326018.97;9361429
779218;448683.19;9361431
779219;942819.34;9361432
779220;1004210.54;9361433
777311;914935.89;9361434
779222;471118.82;9361435
779223;1208441.35;9361436
779224;776581.47;9361437
779225;734782.565;9361438
779229;444237.28;9361439
779230;1510149.37;9361440
779231;835606.68;9361441
779232;484258.74488;9361442
777320;1252900.89;9361443
779234;439680.74;9361444
779236;1001945.54;9361445
779238;992843.47;9361446
779241;955986.03;9361447
779242;815066.78;9361448
779244;16300.0;9361449
779245;16300.0;9361450
779246;471306.48;9361451
779247;983044.7;9361452
779250;987669.78;9361453
779251;494496.46;9361454
779137;1536344.55;9361455
779252;607292.73;9361456
779140;913375.53;9361457
779141;457113.475;9361458
779254;893799.17;9361460
779142;466613.28;9361461
779143;457611.695;9361462
779145;523644.47;9361463
779146;813924.21;9361464
779149;14000.0;9361466
779151;1288316.2;9361467
779257;977680.24;9361468
779153;575197.52;9361469
779154;740062.84;9361470
779155;754758.54;9361471
779258;941702.88;9361472
779157;400369.1;9361473
779159;528365.3;9361474
779166;18700.0;9361477
777322;1168774.08;9361478
779167;1136929.63;9361479
779168;698655.4;9361480
779171;399966.95;9361481
779178;958899.49;9361483
779181;445458.98;9361485
779185;16000.0;9361486
779186;748376.645;9361487
779187;1038439.66;9361488
779189;15200.0;9361489
779192;531812.8;9361490
777325;736292.58;9361491
779197;410639.92;9361492
779200;1078402.11;9361494
779201;418894.62;9361495
779202;752059.97;9361496
779203;753639.47;9361497
777327;895137.2;9361498
777330;812876.56;9361499
777331;782215.58;9361500
777335;1732340.97;9361501
778162;1560251.55;9361503
778165;991292.96;9361505
778166;446278.78;9361506
778172;788239.53;9361507
778173;816233.11;9361508
777344;1032154.27;9361509
778175;1031076.31;9361510
777346;1023456.33;9361511
777347;879800.04;9361513
777348;1022109.12;9361514
777350;1203322.37;9361515
778156;447928.605;9361516
778157;447923.75;9361517
779396;1147022.75;9361518
779397;16500.0;9361519
779407;498313.25;9361520
779409;517554.03;9361521
779261;10823334.02;9361522
875324;849162.23;9361523
875424;1313492.78;9361524
875563;2379806.02;9361525
875104;1142266.68;9361526
779243;1258126.03;9361527
875103;607591.49;9361528
677272;229683.35;9361529
583480;17858.22;9361530
677342;326293.99;9361531
677343;291537.52;9361532
281723;76851.73;9361533
775675;74693.16;9361534
481851;2600.005;9361535
481852;2600.0;9361536
775727;68760.33;9361537
483518;140626.53;9361538
777085;224532.94;9361539
80036;430822.67;9361540
81927;54336.75;9361541
82747;4000.0;9361542
180878;14700.0;9361543
283497;143784.17;9361544
284962;554935.335;9361545
380808;9100.0;9361546
483152;540591.6;9361547
677171;147853.88;9361549
677173;118032.25;9361550
679486;128744.67;9361551
778764;774562.6;9361552
875310;148832.14;9361553
875312;114700.005;9361554
382687;328091.93;9361555
384570;163819.52;9361556
676739;135877.94;9361557
582628;384032.77;9361558
481072;48607.91;9361559
284426;194412.805;9361560
284470;129137.67;9361561
583481;78948.81;9361562
484597;255679.56;9361563
580744;285760.29;9361564
581059;68136.39;9361565
581058;145599.29;9361566
678782;116582.07;9361567
481922;255446.29;9361568
482949;81870.91;9361570
581154;147870.58;9361571
675627;255600.0;9361572
875528;7800.0;9361573
676918;307713.2;9361574
580930;38003.61;9361575
483303;80767.54;9361576
384534;64180.63;9361577
581296;32802.82;9361578
481378;22045.54;9361579
675768;138938.82;9361580
382420;187282.9;9361581
183455;593295.76;9361582
582644;93732.45;9361583
282901;191217.66;9361584
281651;510470.04;9361585
81087;16900.0;9361586
580878;148669.47;9361587
482133;1.0;9361588
778223;473909.87;9361589
81910;854987.98;9361590
778360;11000.0;9361592
778278;1125952.79;9361593
778371;15100.0;9361594
778288;1175667.16;9361595
778372;15200.0;9361596
778304;1040355.92;9361597
778538;1151997.75;9361598
778303;1044628.82;9361599
778544;8194116.2;9361600
778534;1125866.0;9361601
778533;940522.6;9361602
778532;1067046.46;9361603
778504;1041920.19;9361604
778503;389672.36;9361605
778481;1023614.09;9361608
778457;1148688.44;9361609
778454;1088585.7;9361610
778453;1110978.79;9361611
778428;1181662.26;9361612
778442;11000.0;9361613
778441;11000.0;9361614
778383;1250341.92;9361615
778384;1130827.71;9361616
778387;13800.0;9361617
778395;797052.47;9361619
778418;10900.0;9361620
778417;11200.0;9361621
80788;1233044.43;9361622
778458;1079005.2;9361623
778459;1133811.05;9361624
778471;783556.52;9361625
582854;20116.69;9361626
581255;326333.24;9361627
679635;35800.0;9361628
679058;855198.64;9361629
875101;607371.59;9361630
678803;778066.63;9361631
678656;1341313.44;9361632
679078;252740.06;9361633
678618;562913.87;9361634
679108;1136316.635;9361635
678722;1303404.01;9361636
678710;120700.11;9361637
678103;572179.92;9361638
679714;1293378.49;9361639
875137;77900.0;9361640
678129;624923.27;9361641
875130;1009537.93;9361642
678731;429611.015;9361643
679726;830170.73;9361644
678652;57500.0;9361645
677700;1307358.45;9361646
678153;361815.16;9361647
678804;576337.41;9361648
678813;510955.36;9361649
775095;608326.91;9361650
775849;380963.3;9361651
776919;721481.14;9361652
777219;729165.71;9361654
777567;1236502.05;9361655
777994;343538.06;9361656
777995;417106.01;9361657
779389;675778.26;9361658
875206;907713.93;9361659
875207;1179925.4;9361660
582406;450744.28;9361661
580075;434702.5;9361662
580081;212521.51;9361663
580082;191136.63;9361664
580083;116289.54;9361665
580085;116289.54;9361666
580086;116289.54;9361667
580091;271502.34;9361668
580100;351858.94;9361669
580107;21000.0;9361670
580108;21000.005;9361671
580109;6200.0;9361672
580110;6600.0;9361673
580111;126227.17;9361674
580112;287736.65;9361675
580113;126227.17;9361676
580117;333471.95;9361678
580122;114665.13;9361679
580134;292872.43;9361680
580135;113932.72;9361681
580136;153798.03;9361682
580137;104063.1;9361683
580138;114639.5;9361684
580139;86833.08;9361685
580142;537964.68;9361686
580151;6700.0;9361687
580152;6700.0;9361688
580153;6700.0;9361689
580154;280934.82;9361690
580155;357507.66;9361691
580156;324277.93;9361692
580157;231439.15;9361693
580159;311607.57;9361694
580160;442476.76;9361695
580161;331937.67;9361696
580162;776321.95;9361697
580166;311581.85;9361698
580173;407045.855;9361700
580174;122382.4;9361701
580176;438923.49;9361702
580181;122382.4;9361704
580182;460785.04;9361705
580185;281153.22;9361706
580186;297140.54;9361707
580102;575603.66;9361708
580191;297146.97;9361709
580192;124688.26;9361710
580193;124688.26;9361711
580194;352270.96;9361712
580195;139574.61;9361713
580206;682551.83;9361714
580207;304280.44;9361715
580210;120700.12;9361716
580215;297613.13;9361717
580219;637016.09;9361719
580221;216388.81;9361720
580222;199475.75;9361721
580227;67700.0;9361723
580242;177190.19;9361724
580243;91877.91;9361725
580220;355287.05;9361726
580254;24400.0;9361727
580255;26000.0;9361728
580261;304899.83;9361729
580262;259274.84;9361730
580267;32500.0;9361731
580268;6800.0;9361732
580269;677116.84;9361733
580270;601354.28;9361734
580272;113297.16;9361735
580274;557804.48;9361736
580275;434090.315;9361737
580276;567800.55;9361738
580277;144991.65;9361739
580285;787923.89;9361740
580271;377568.19;9361742
580316;6300.0;9361743
580317;54500.0;9361744
580318;26600.0;9361745
580319;26600.0;9361746
580330;437111.72;9361748
580338;125729.28;9361749
580339;125729.28;9361750
580346;506064.68;9361751
580347;179073.38;9361752
580352;38700.005;9361753
580353;38700.0;9361754
580354;490444.4;9361755
580355;497106.23;9361756
580358;508216.36;9361757
580359;306656.63;9361758
580364;426840.62;9361759
580365;384564.01;9361760
580366;517674.62;9361761
580371;178746.8;9361763
580372;114665.13;9361764
580373;140509.22;9361765
580374;128508.49;9361766
580377;282591.04;9361767
580378;47151.2;9361768
580379;188565.96;9361769
580383;293351.61;9361771
580386;125729.28;9361772
580387;441070.63;9361773
580388;446127.01;9361774
580393;213640.07;9361775
580394;484074.56;9361776
580395;131848.095;9361777
580407;266546.09;9361778
580414;351572.22;9361779
580417;551215.69;9361780
580418;133172.46;9361781
580419;467368.47;9361782
580430;119442.81;9361783
580431;6400.0;9361784
580432;46200.0;9361785
580433;46200.0;9361786
580436;6400.0;9361788
580437;6400.0;9361789
580441;199252.48;9361790
580442;220407.37;9361791
580443;171718.27;9361792
580454;119872.82;9361793
580459;361519.7;9361794
580464;595467.31;9361795
580480;125729.28;9361796
580482;135255.41;9361797
580483;101086.33;9361798
580484;384865.75;9361799
580487;372131.98;9361800
580489;414975.86;9361801
580494;482798.62;9361803
580495;128978.21;9361804
580497;497106.3;9361805
580498;118872.03;9361806
580499;430358.42;9361807
580500;436010.61;9361808
580469;335728.73;9361809
580503;9572610.29;9361810
580217;6300.0;9361811
384155;325037.04;9361812
481029;29991.93;9361813
777680;30571.97;9361814
777792;49228.63;9361815
777576;50951.99;9361816
777774;50448.57;9361817
777775;50448.57;9361818
777581;48907.79;9361819
777582;48907.79;9361820
777587;49102.51;9361822
777586;49102.51;9361823
777585;49102.51;9361824
777584;49102.51;9361825
777777;52732.72;9361826
777776;59979.95;9361827
777574;53540.22;9361828
777773;50378.61;9361829
777772;66411.71;9361830
777771;50378.615;9361831
777770;49199.27;9361832
777769;49199.27;9361833
778679;49015.74;9361834
778678;49015.74;9361835
778676;49015.74;9361836
778672;48830.65;9361837
778700;49605.82;9361838
778701;49605.86;9361839
778696;49015.74;9361840
778691;49015.74;9361841
778693;49015.74;9361842
778689;49605.86;9361843
778685;49243.93;9361844
778681;49243.93;9361845
778698;49605.82;9361846
778220;1068332.405;9361847
778228;1214389.19;9361848
778234;474845.94;9361849
778243;14300.0;9361850
778244;14400.0;9361851
778245;15000.0;9361852
778246;15600.0;9361853
778247;15800.0;9361854
778248;1125666.78;9361855
778267;17200.0;9361856
778268;16500.0;9361857
778269;1122413.3;9361858
778280;437629.18;9361859
778281;435506.8;9361860
778298;1098778.16;9361861
778299;1065777.36;9361862
778300;736161.73;9361863
778301;917381.35;9361864
778309;17700.0;9361865
778310;17900.0;9361866
778311;515921.11;9361867
778318;436620.69;9361868
778323;507064.74;9361869
778324;522111.23;9361870
778325;1027139.82;9361871
778329;467743.67;9361872
778330;16600.0;9361873
778331;16100.0;9361874
778333;1010391.35;9361875
778340;17300.0;9361876
778341;15300.0;9361877
778352;1220000.64;9361879
778368;11100.0;9361880
778369;14300.0;9361881
778376;1080861.38;9361883
778379;1558035.02;9361884
778381;444086.96;9361885
778399;924379.22;9361887
778406;426153.22;9361888
778407;435086.98;9361889
778409;969520.03;9361890
778415;373498.4;9361891
778416;794992.57;9361892
778431;352985.895;9361893
778440;11000.0;9361894
778443;696508.42;9361895
778464;13800.0;9361896
778465;13800.0;9361897
778482;13800.0;9361898
778483;13800.0;9361899
778484;13800.0;9361900
778485;1130600.16;9361901
778487;438110.93;9361902
778498;798079.48;9361903
778500;870553.64;9361904
778512;1107997.81;9361905
778520;969173.52;9361907
778521;1380419.35;9361908
778522;681504.01;9361909
778523;704375.04;9361910
778524;381067.15;9361911
778525;373214.47;9361912
778526;365361.78;9361913
778527;359305.15;9361914
778531;1036960.34;9361915
778536;436057.17;9361916
778537;438946.83;9361917
777055;48907.79;9361918
777022;73118.51;9361919
777040;52419.84;9361920
777038;52419.84;9361921
777059;50320.33;9361922
777058;50320.33;9361923
777057;50320.33;9361924
777044;65165.03;9361925
777043;49131.92;9361926
777042;65165.03;9361927
777041;49131.92;9361928
777025;73118.51;9361929
777024;73118.51;9361930
777023;73118.51;9361931
778728;49396.24;9361932
679422;457073.49;9361934
284606;316057.51;9361935
382458;59867.195;9361936
778731;73398.42;9361938
778732;73398.42;9361939
778723;49243.93;9361940
778724;49243.935;9361941
778740;49243.93;9361942
778736;49401.42;9361944
778742;66572.39;9361946
778746;49243.93;9361947
778747;49243.93;9361948
778748;49243.93;9361949
778754;49243.93;9361950
778753;49243.93;9361951
778752;49243.93;9361952
778751;49243.93;9361953
778716;49579.57;9361954
778711;49386.39;9361956
778714;49386.39;9361957
778715;49386.395;9361958
778708;49386.39;9361959
779117;49334.74;9361962
779121;49334.74;9361963
779122;49334.74;9361964
779123;49334.74;9361965
779091;66914.65;9361966
779092;66914.65;9361967
779050;50881.527;9361968
779052;50881.57;9361969
779066;49537.56;9361970
779067;49659.705;9361971
779053;49537.56;9361972
778964;50881.52539;9361974
779075;50881.52;9361975
779099;51834.71;9361977
778985;66704.3;9361979
778915;31723.6;9361980
778983;48711.665;9361982
778974;50470.007;9361983
778975;66506.23;9361984
778946;66504.57;9361985
