padron,valuacion
381067,159834.11
381068,103325.56
675074,165760.16
779386,61011.35
777550,39991.8
184793,478772.7
483117,72232.27
483118,353657.9
381043,97225.76
381044,109569.96
381045,124636.72
678409,306207.9
381046,84444.94
180978,181245.51
381047,41286.46
381048,72398.6
381049,110921.22
382311,59583.74
381051,56290.61
381052,26204.18
381053,21306.0
381054,46942.18
381055,182860.0
381056,52924.35
583408,87638.74
481465,24300.0
583410,75364.28
583411,84711.51
583412,179709.3
583413,159928.55
875282,682657.17
82347,221741.82
583394,69701.64
583395,141036.58
583396,26149.37
583397,66290.1
583398,51035.02
583399,90127.92
583400,36789.44
583401,25514.16
583402,92115.79
583404,241484.21
583406,154813.34
678101,371115.85
583407,122265.01
583373,95811.33
81628,1078135.55
779387,66268.63
583374,54059.71
583375,33940.12
583376,103124.01
583378,72852.9
583380,25637.96
677960,224636.02
583381,94129.63
583382,89932.63
677959,62874.62
583383,105541.9
583385,46264.76
677958,303867.54
583386,51814.41
583387,12572.51
583388,68411.16
581617,182867.11
583389,62706.6
583391,40567.81
583392,25490.29
583110,88787.58
583367,98920.31
583368,25717.02
676223,58927.42
583369,13940.51
583370,39957.35
583371,15322.61
583372,68651.38
678565,109741.28
281782,143249.41
381008,60842.12
281780,109044.41
381009,49302.31
779745,218285.28
381011,19889.52
280756,198265.37
381012,15401.86
381013,17948.67
779400,179479.01
381016,25587.6
381024,126341.46
381025,83376.55
381026,51750.21
381027,37469.56
381028,25543.62
381029,14037.7
381030,25347.04
381031,122243.72
381032,29513.05
381033,24365.49
381034,22018.11
381036,22018.11
381040,22018.11
381041,16260.13
381042,16260.13
583337,115019.23
583338,91425.33
583339,115185.05
583340,87370.99
583341,92705.26
583343,61058.29
583346,47460.14
583347,43475.55
583348,51463.02
583349,29670.14
583350,203997.09
583351,166171.39
583352,88329.89
583353,121498.55
583354,66211.06
583355,23585.27
583356,149734.35
583357,74966.46
583358,117980.17
583359,75246.74
583360,64317.85
583361,99789.51
583362,30851.99
583363,70179.08
583365,110477.78
583366,20948.37
583312,12568.76
583313,54339.83
583314,75181.02
583311,11286.48
583316,59338.44
583317,138719.41
480392,440337.41
675013,41935.64
875194,117357.57
875197,300721.7
875199,295830.67
875202,346683.38
875200,372292.6
875203,110998.38
875204,452245.71
779269,65937.86
779273,290087.26
679166,289050.9
775677,649495.31
483557,137327.85
480516,107212.48
582340,267689.45
875347,304253.56
875354,222268.43
875357,438492.26
875229,141044.73
875122,502079.37
81418,10400.0
875152,45255.5
779737,292402.34
875156,59257.42
875313,265886.63
875160,46272.79
875161,38257.74
875162,49943.04
875163,55137.11
875164,52307.28
875231,316851.17
778121,64500.0
875166,51733.45
676364,71075.39
382226,243721.14
382300,163376.27
675595,200404.29
677952,700380.45
875169,39881.37
875113,41373.5
875170,49452.86
875187,70508.16
875189,40895.31
875172,185347.51
875190,230383.41
875212,199538.48
676417,46349.72
280852,305384.89
875176,11400.0
875185,37663.96
677042,57071.79
581077,144077.46
581078,145073.57
677433,46660.9
677429,47129.88
677417,47406.51
677412,47142.11
677409,47556.25
384473,146885.48
384474,147069.57
384476,168306.25
384478,37247.87
482659,59485.03
482661,53773.93
482664,52980.69
482665,118452.09
384471,150620.93
384472,37247.876
384463,35794.35
384462,37735.35
382142,190948.434
382143,95474.22
778633,26498.383
382145,167124.76
81328,22519.52
81696,72643.631
83320,28686.35
83317,30893.49
83316,50843.03
83315,90569.33
83314,26130.72
83313,22519.52
182790,16763.9
81764,20116.69
778996,204555.157
81191,207125.29
80674,64949.82
80671,35259.47
80670,33488.2
80678,96329.85
80652,49931.52
80651,27303.81
83357,101175.29
677761,419940.26
83353,48338.52016
83352,74529.95
83329,32963.68
677403,55873.04
83328,20384.312311
83369,203257.11
82393,31674.07
182908,52361.26
182752,66654.48
676875,96796.66
677398,70483.12
678121,64639.73
678122,64639.73
83345,73724.04
180005,115520.77
678124,64639.73
678126,64639.64
775490,64639.64706
83351,14571.23
83350,17177.69
83348,12857.95
775491,64639.64
83347,61672.01
80593,126491.87
775493,64639.64
384715,64282.04
775718,68760.33
83359,139070.76
775719,68760.33
775722,68760.33
775720,68760.33
775723,68760.33
775724,68760.33
384483,131264.42
384484,65079.14
384485,37485.36
384486,152121.16
482645,163805.71
482646,102130.29
482647,97040.64
482648,215878.33
775729,68760.33
482649,149565.3
482650,78834.05
482651,155367.69
482652,107055.49
384482,65484.18
384465,37458.23
384466,306512.45
384490,95233.15
384491,189837.25
384492,122473.83
384493,248537.24
384495,204929.56
482629,205020.35
482630,275989.71
482631,96234.82
482632,189486.27
482634,226640.67
482636,140159.57
482637,142179.95
384489,341849.17
384469,128305.11
384468,73527.68
384467,31555.35
80707,13527.55
80708,71648.21
80709,93564.57
83366,20116.69
182765,94606.46
80715,97031.1
80713,67944.67
81650,134487.35
80711,34262.93
80710,74141.49
83302,113521.23
83304,101918.43
83281,43636.02
83280,86049.78
83289,70851.1
83298,13187.56
83279,36499.37
83275,48421.88
181449,48953.42
182754,123735.99
80706,41011.04
677445,63629.78
677455,61507.06
677450,61998.05
677453,63701.91
83285,101055.66
83284,139976.24
83278,59728.7
80614,32157.48
82430,56272.21
80703,76945.36
80701,168210.32
80700,81016.78
80349,56617.39
83276,116759.45
83354,93832.78
83331,85064.76
82023,393929.43
80699,87595.85
80698,272105.54
80697,101890.13
80696,215909.2
83277,135366.68
83273,213436.25
82884,127432.65
184811,110632.16
81258,115220.01
83336,33742.44
83335,34528.53
80695,32975.72
80694,41887.47
80692,38265.24
80691,32916.34
81573,51722.67
80690,96543.24
80689,79778.67
81084,23482.42
182461,173071.28
677074,51523.56
284316,274458.65
675392,39736.43
582639,144081.26
677374,163897.44
677375,81853.56
677376,74087.56
676601,429808.33
677378,62096.08
675693,68460.91
777997,139186.87
775652,346372.12
83308,153215.41
83309,118910.88
83310,96798.69
183031,62578.47
181475,39307.87
181476,115489.2
775653,24833.78
80764,100472.32
679414,77020.82
679415,53261.24
679416,42475.16
679412,68159.13
679421,66444.81
679420,54862.91
679419,60825.84
80666,30576.88
679418,55358.26
80667,36468.62
80668,40235.76
182567,43837.62
679392,51614.59
182568,40588.75
679393,44626.9
182569,143780.19
679394,117884.23
679395,64927.09
81310,108269.67
679397,44824.18
82780,44265.44
679398,49285.68
679400,105540.5
679401,62647.84
679403,138019.32
679404,135278.7
679405,116276.49
679406,106230.4
679407,48048.98
482681,105365.5
679409,62591.25
679410,43330.3
679411,77447.09
679325,73541.99
679326,66423.03
679328,63052.91
482682,117378.53
482683,38007.83
482684,37253.37
80029,48940.47
679329,82045.64
81374,72689.38
679331,79869.58
679332,41990.62
679333,67631.4
82664,45652.5
679334,134817.89
679335,65527.93
679336,67865.1
679337,54089.98
679338,75287.51
679339,67723.36
483605,99559.15
679340,119112.39
679341,67952.67
83295,42180.9
483606,30568.62
679342,53382.48
83293,73578.35
83292,19826.11
483608,69600.39
83307,19826.11
80660,14372.25
80662,14372.25
80659,50206.62
484711,179223.11
679343,88607.43
484712,93126.71
679344,58902.63
679345,73386.6
484713,16780.87
679347,121143.07
483245,212300.88
679348,53508.521049
483246,46371.21
679349,98969.06
679350,58186.36
83296,83962.18
679351,60471.657
80144,126277.78
679353,127377.67
382700,32700.0
679354,53808.19
381953,64784.15
679358,74931.36
483917,462707.11
679359,79647.05
679360,77228.2
181453,11200.0
679361,84415.34
679362,68261.39
183992,40027.44
679365,96745.12
583502,84343.4
679366,95134.87
583503,173122.961
483663,129121.85
679367,83809.29
679368,81877.99
679369,86412.047
679370,86445.05
483665,15594.42
679371,121702.08
583508,68400.0
679372,55604.57
583504,165214.89
679373,100517.6
583505,198747.37
679374,104529.87
583506,262072.69
679375,71078.11
679376,62624.54
583058,38268.19
679377,107978.39
679378,71087.58
675563,84521.37
679379,78312.92
675564,94415.39
482767,16800.0
482768,72663.64
482770,56380.07
380315,209892.6
583500,49778.88
583501,54156.9
679383,187710.46
679384,52884.81
679385,127655.68
679386,56992.98
679387,78201.06
679389,107845.36
80348,42081.39
679390,71837.4
679391,52398.94
382833,21550.38
679265,69878.63
679264,71160.94
679266,100746.93
382839,47646.55
679267,52405.28
382840,37738.95
382841,25251.47
679269,106237.15
382821,51849.9
382822,37369.18
679272,43585.51
382823,166001.38
679273,51478.62
382826,103247.25
679275,46275.0
679276,73374.68
382830,163189.7
679278,76508.52
382831,88537.73
382832,21593.32
679280,107523.77
679281,47499.49
679282,119087.13
679283,43543.61
484722,41124.1
679284,117392.94
679285,201729.31
678395,116280.57
80215,15400.0
679286,98701.1
484725,15253.94
679287,46447.32
679288,146186.5
484726,113738.13
679289,55068.48
679290,143862.19
484728,96048.61
679291,54891.59
679293,138755.89
679294,95240.71
483603,28487.25
484729,22491.56
484730,22155.18
484731,21771.86
484732,28100.76
484733,27621.74
775694,421478.55
679295,51414.69
679296,61135.17
679297,77865.09
679298,63014.28
380362,25820.55
679299,89821.21
679300,53431.46
380359,20661.51
679301,52076.56
679302,77848.91
679303,88614.13
679304,75272.58
380357,76603.01
380356,67278.27
679307,118815.45
679308,68023.13
380355,83720.11
380354,132763.26
679310,73905.27
679311,153977.94
679312,61972.82
679314,121347.57
679315,82529.5
679317,44015.78
679318,76386.99
679320,79396.29
679321,52246.87
679322,73805.239
679323,88323.375
676919,202518.18
676917,78824.73
679710,1354523.45
82248,222879.2
282760,59032.98
581464,15308.73
181456,624873.23
484788,17444.8
679492,186603.29
484791,76513.21
484792,189460.89
875195,468995.39
484793,28676.69
775693,49304.88
484794,31377.06
484795,15308.96
484796,15308.96
679222,44348.36
679221,43990.55
679220,62550.61
679224,256969.48
679223,66206.88
679226,71629.5
679227,202714.59
679229,52324.087
679230,126212.64
679231,90027.68
679233,44634.24
679232,68676.03
679234,44176.1
679235,43874.16
679236,52990.637
81245,35846.51
679237,44564.63
182558,16089.74
679238,143601.55
679239,91617.28
679240,55273.6
679241,63310.467
679243,64675.17
679244,101744.03
679245,54161.9
679246,56514.67
679247,79527.83
679248,102280.16
679249,58123.08
679250,44799.59
679251,74767.12
675911,128379.54
679252,99763.06
679253,43848.45
679254,71825.73
675907,143188.01
679257,44397.86
679259,78344.22
281251,127676.87
679260,106613.19
281250,43133.37
679262,80860.02
679263,44317.11
82663,112860.82
82318,49338.03
82724,374351.03
82243,300952.67
380261,143409.41
184992,105639.84
383296,167443.56
184993,263360.75
280684,202634.35
581495,151480.18
778147,73513.05
184994,193680.64
778140,75376.12
583140,96169.04
778141,75336.99
778142,10400.0
583141,236092.97
778143,10400.0
778144,73513.05
184995,525552.65
778145,73513.05
583143,256423.92
778148,179100.54
580589,15038.34
484152,215221.2
484153,41986.56
678601,81761.56
183831,137473.0
678605,62732.58
678593,115972.87
678596,58394.18
183835,78305.73
777215,789856.9
678598,56169.79
183839,594059.94
678599,74136.94
183842,61852.78
183843,184972.567
678600,201648.6
678607,79181.79
183346,11900.0
381796,134894.4
183811,189950.97
480845,189339.52
678609,55459.82
283918,419144.79
678611,63775.94
678612,65360.19
183812,154299.12
384400,134323.52
183818,105428.61
777078,507106.13
675674,37100.0
678564,58927.86
678561,86212.65
678573,60783.92
678574,132777.48
678576,93751.51
678577,66248.23
678578,87064.5
581600,19809.89
581601,16763.908
678570,162638.82
581603,103217.44
678571,81803.29
678572,108961.94
581564,15869.2
678579,60670.11
678583,56649.48
678585,60339.34
678586,85713.25
581731,19016.11
581732,16365.39
581735,45361.7
775235,76233.74
775236,52821.13
775237,121334.75
678555,130611.08
581738,13035.62
581739,15349.03
678558,138136.18
581740,13759.81
775238,66844.05
676707,214268.18
678534,71695.33
678535,112989.31
676708,93244.21
678545,104431.26
678546,178138.49
678547,75802.88
676710,16763.9
676712,78437.82
676713,16763.9
676714,37773.52
676716,148934.02
583292,16763.9
583293,133128.59
380903,534900.05
583294,103399.78
676396,147152.49
676847,14100.0
676856,20133.46
676859,16763.9
676860,20133.46
677664,154985.57
583275,15700.0
778988,47413.76
677137,61178.56
677634,104747.0
677650,88208.45
677483,210758.08
677484,132739.91
777747,76446.9
581599,181470.59
581557,167587.5
581558,16763.9
581560,16763.9
581561,121964.86
581562,16763.9
582473,16763.9
582474,16763.9
581719,247745.75
581722,137165.82
583037,83646.07
583038,103803.84
583039,104301.28
581725,119654.98
583042,169159.91
583043,16780.68
676689,98519.46
676690,111789.06
676694,18021.2
676695,197004.56
676696,93391.9
676697,105172.21
676698,111127.55
676699,93630.47
676700,151404.46
583286,36658.9
583288,92232.42
676702,94984.11
676705,93517.41
676823,124020.7
676826,90634.28
676828,126984.38
676829,182552.67
676831,46749.23
676832,130441.67
676834,157894.86
676840,105484.29
676841,29607.38
676842,16763.9
777952,340913.67
675409,74189.97
483613,77704.8
483616,92303.09
81783,389056.64
81408,422913.38
80090,16800.0
80014,483345.93
80563,107868.37
380767,314920.47
380768,179521.87
81639,435721.56
675622,265620.16
675604,317028.54
483662,30200.0
80139,275572.1
80883,385748.46
484705,99873.46
678137,273006.12
678138,288243.43
484707,104609.81
484708,109072.26
83502,94213.79
383288,104970.41
383290,150120.76
384339,440170.46
383739,690448.52
777096,177110.17
481822,164781.69
481823,775450.63
481824,775547.19
481826,370244.46
581452,18958.43
581453,192319.88
481829,356521.43
481830,189814.21
677458,872215.03
677460,52973.73
675880,558712.66
676263,14300.0
83705,318407.08
282365,53758.13
484777,18716.91
484778,77908.55
484779,46900.23
82475,20400.0
484780,36359.65
81709,338129.33
484781,83598.0
81532,380165.27
484784,18716.91
678445,445348.23
484785,134616.14
678446,310790.15
677982,170541.42
678447,293039.7
581596,135893.6
582014,88784.82
582016,122762.91
581554,19140.34
581555,18677.77
678163,537674.72
281647,335905.38
675638,255106.59
675639,602405.78
675485,210016.95
675486,331364.6
675487,303518.22
675488,341764.45
677706,294036.5
80188,271211.75
581709,173118.53
581710,173429.95
384325,207035.09
384327,294332.48
384328,339057.8
384329,265955.4
384323,415140.28
283852,126795.41
80763,338844.14
283363,263477.08
284054,228528.02
384324,323212.69
481440,242069.22
483674,269407.73
483673,63152.99
481464,296497.7
481475,1015961.99
481820,348212.97
675556,243157.21
675554,227935.8
481815,471171.04
481816,93798.95
583012,132816.53
583013,18440.27
583014,168011.6
583015,97638.57
676954,506987.93
581713,363358.36
676262,528986.1
581714,73535.71
581716,18440.27
581717,113274.07
82331,451214.31
481125,464541.44
82492,324082.29
583016,69704.27
583017,106997.67
583018,34554.23
583020,87151.46
676179,319418.7
80531,776433.51
678394,275367.91
82238,628745.45
280734,1108709.8
676671,139710.21
83513,676947.97
676672,109953.81752
676673,18440.27
676674,109885.22
676675,125239.02
82937,321195.21
676680,179174.34
82332,345713.06
678055,360510.72
381370,149160.77
80990,434720.3
82921,420827.11
482296,312539.59
482295,368974.53
82333,282348.42
678398,190617.79
84550,22300.0
280891,139328.16
384392,111221.6
384393,354410.88
384394,491475.46
384395,322334.96
775239,500104.0
383902,51500.0
284620,515736.96
83624,30100.0
582458,91463.01
582455,84201.43
582462,21400.0
582459,274870.68
582460,77471.88
582461,81666.79
82733,18900.0
80554,66300.0
282212,347513.07
81344,852312.91
80276,394702.25
183946,461394.91
283896,145480.07
281747,111518.82
282900,417307.73
778110,347507.22
182937,255934.17
281922,345946.84
675655,47400.0
384301,214575.15
82613,447067.86
184709,396040.53
283520,315097.05
382176,264310.21
583281,109893.49
81162,61743.38
583283,65992.88
81068,276774.66
675582,1715519.58
675583,1142179.85
676683,89719.22
181237,373972.26
82359,601773.83
282453,312670.22
480616,40669.15
384384,324930.4
384385,376090.99
384386,383143.8
484507,167983.93
384387,312066.55
380288,57900.0
82414,217999.23
283365,403964.856
82603,514232.33
180717,678453.48
678065,405715.31
678066,520486.58
283368,189189.25
82785,617674.42
184271,231520.16
84600,27500.0
676353,358853.29
676942,2744733.19
676943,287836.82
676822,116902.43
676812,89980.58
281738,187171.35
676815,101190.68
284331,198080.14
676816,18440.27
676818,18440.27
676819,39545.66
483620,152306.16
483652,80786.32
483653,30211.76
484679,121451.46
484684,293337.72
778586,86752.963
480615,186720.99755
384044,61180.07
676876,28400.0
581595,261620.78
581884,62220.36
581889,133558.92
582647,151808.3431
582648,132780.41
582649,56654.71
582651,119856.06
582657,74500.84
582658,281244.34
676660,51355.831899
676661,143448.71
676662,241287.59
676670,190511.44
875496,25700.0
676657,22599.32
676659,197408.34
583277,27747.22
679149,66370.1
676792,171042.1396
283469,80801.97
675914,40021.16
80243,162400.0
581700,195272.51
183034,97938.79
83370,67817.79
676800,136985.61
676796,62216.3
676801,99804.12
676802,112892.83
676803,160187.829
676808,169873.9
677422,47676.98
677431,54317.27
180014,96082.29
677430,54953.59
675695,114963.13
677428,47129.88
677424,62612.2
677423,47556.21
482755,12100.0
677421,62518.5
581494,131193.31
677420,46710.99
677416,47391.02
677415,61219.3
677413,47157.93
677659,141594.32
677436,47399.57
580519,257688.18
580517,350652.74
677296,87464.36
677411,47504.49
80865,25000.006
580518,178307.49
677410,47573.55
583116,113993.517
677300,210170.337
677301,31666.66
677305,87880.2102
482690,30830.49
481725,65088.68
677307,113753.05
677443,65736.05
776995,104103.15
677447,63607.61
677265,233492.18
679465,566983.27
677266,239127.98
676567,54567.6044
677268,115057.16
677448,61998.05
675703,87196.95
778766,95423.81
677451,63685.27
777744,37655.09
677452,63701.81
778098,247419.27
677454,63701.91
677456,61519.42
678793,169387.23
678455,39363.13
382656,133085.77
483623,290603.6
483624,29155.24
483625,262760.24
483627,95498.11
484654,18485.84
383780,210297.48
380558,106365.53
380573,37731.35
380574,38297.35
380540,145666.09
583477,274865.31
83104,63994.44
677055,37386.33
677057,68711.77
677076,30468.1
677558,15200.0
676945,517891.04
482315,36446.63
482325,105662.13
676994,106382.48
678465,92528.04
676655,68330.84
676833,18440.27
581037,104994.35
582357,235814.36
675795,42094.17
284270,299843.24
384626,121179.58
875303,449997.45
484028,184308.31
483257,56965.99
481284,22146.8
675796,192333.12
383171,29990.59
483340,77574.65
282366,265585.24
184940,411361.8
675654,359771.29
184929,196948.58
184905,102760.3
284953,132822.74
283029,97860.46
678700,390860.84
282995,217803.14
484658,102449.7
282999,46143.63
484660,18485.84
484661,21708.64
283003,310971.95
483650,18921.07
484664,76153.08
484666,84103.73
480478,222197.31
581441,100509.58
482396,111518.31
581442,160758.4
581444,17842.27
581445,182809.17
581446,97068.65
484762,101190.77
283955,454548.71
678809,140134.86
679049,117263.66
484768,17798.04
484771,79621.14
484772,119872.04
484774,90691.85
381959,20796.31
381960,91910.84
383308,28393.93
581593,162288.76
383310,34746.45
582431,107476.21
383313,107840.31
582432,20116.69
382943,285026.45
382945,105641.57
675274,326849.97
183431,74931.48
581541,193759.13
581542,93344.19
382581,29578.87
182793,132251.55
83516,413974.09
582437,25066.55
582438,88809.48
581684,24890.91
581685,48652.56
581686,365911.16
184705,759275.07
778131,902083.68
583024,20354.18
583025,192364.54
583026,161172.87
776132,225758.42
581693,178710.78
581694,104732.02
583032,81063.59
583033,57445.77
583034,19278.47
676638,283753.77
676640,166976.44
775421,151622.06
676643,20354.18
676645,193657.72
676647,20116.69
676648,20116.69
583268,141938.65
583270,19008.6
583271,209946.97
583273,33900.0
676649,259162.57
676652,122179.93
80642,46395.37
80644,73113.16
80639,39518.16
676769,157521.57
676770,20116.69
83361,120351.64
83360,148514.51
81860,152380.3
676772,90928.22
80504,185287.32
83087,168300.82
779279,181679.98
380308,208607.99
676781,129634.37
676782,22515.5
80640,38110.74
676783,19278.47
775552,115826.29
775550,71355.29
83340,23331.18
83339,48457.99
83364,40272.14
383928,328369.06
80632,104966.47
382585,96729.21
480645,19796.84
677938,95215.41
677940,85209.72
677941,297811.55
677942,85389.74
677943,97557.62
677849,39765.1
183852,530546.61
483629,20205.75
82897,341539.28
482399,159837.75
483632,18681.67
675637,77619.93
483633,60573.9
483634,110971.49
484634,151153.99
484635,88128.75
484636,73437.88
484637,131472.56
778200,122176.85
484640,40514.5
778205,109360.98
484641,83205.59
778207,101250.8
484642,80229.91
483640,23484.88
483641,15305.45
483642,90763.56
677591,144582.63
677592,181329.22
677593,108786.49
483643,96653.108
676060,133182.31
676062,240880.54
484645,105226.4
676063,161102.69
676064,143728.53
484648,115081.68
676058,141082.31
676059,49781.49
484651,95427.61
384904,103710.6
775830,83669.54
678114,205789.33
675481,95598.55
775838,91875.17
675482,168517.11
775842,71169.03
581537,69235.37
678115,257131.77
775816,69212.78
775823,94836.4
677719,245975.94
676280,279123.4
677696,160137.24
678281,30824.09
284357,295261.53
284360,237456.06
383625,162098.474
582852,33223.3
284338,273190.82
383561,212282.38
676637,526895.55
583262,29884.16
583263,23153.44
583264,23153.44
583265,23153.44
583266,192656.96
583267,140574.41
676741,131855.31
676743,126151.86
676745,35265.36
676746,217426.48
676748,50968.65
676749,133559.1
676752,29605.35
677677,524458.36
676756,286840.07
676762,145058.74
676763,232432.76
677333,132289.23
677334,446326.64
677335,28866.06
679219,74405.93
677116,284369.73
677117,210612.65
677118,81262.69
677120,33675.33
675033,61518.23
678592,66548.74
678597,104925.66
875254,108980.03
677309,344731.85
677310,51271.17
677311,320066.42
677715,28628.57
677319,360494.67
677276,244837.37
677278,120278.53
677284,165208.15
677285,28628.57
775090,266725.11
677235,304624.08
677236,28628.57
677237,28628.57
677239,168588.17
677241,279908.82
677247,135929.71
677248,31809.54
482948,53773.09
481724,31325.4
482950,165073.29
482951,34859.92
482952,35442.59
480527,31501.9
480528,31317.48
483636,54444.42
484633,138123.42
484632,75823.66
484630,47980.63
484628,79345.21
581430,11400.0
581432,142623.97
581433,154391.54
679491,212643.48
484761,112633.32
581585,130710.55
581586,51715.96
581587,134753.46
581588,87220.85
581589,26306.76
581532,20116.69
581533,67699.92
581534,129369.38
581535,74155.92
676217,377656.63
581660,96595.96
582659,72485.92
676619,89895.83
676623,172061.58
676626,250709.73
583256,20116.69
583259,31759.76
676631,27437.46
676632,40342.73
676633,218825.85
676634,108856.06
676635,129908.96
676718,77678.037
676720,129220.22
676721,146610.31
676722,156994.44
676723,164572.86
676725,255628.61
676727,396157.29
184855,176159.88
676728,176295.81
676730,111130.5
676731,177506.13
676732,20116.69
678478,63958.81
676740,63731.03
482932,144966.631899
582636,93198.78
480376,91676.35
480377,71280.89
480378,114453.98
482942,122962.67
482941,24160.14
482940,83906.24
482939,171724.98
482938,84987.65
482937,132315.6
482935,20116.69
581580,203193.14
679028,154346.13
679029,181842.62
581527,213900.24
581528,182041.21
582940,229025.66
582939,204801.86
581652,84904.33
581653,59736.3
581654,116299.86
676949,177594.5
482446,129640.31
583053,125525.8
583054,29439.17
583055,30833.46
676498,62188.48
676499,54095.15
581655,233129.06
581656,20116.69
581657,118232.08
581658,167585.79
676615,97328.7
676617,78805.86
677112,237366.81
677113,249286.21
677320,105651.22
677253,193202.14
677255,39525.92
677221,123104.38
677222,380601.9
384302,430715.39
582652,176159.51
284099,193570.43
384847,1253942.19
581482,574069.49
282175,239729.88
581005,35983.74
580923,124904.11
580718,138361.77
875168,50719.66
875171,39472.3
483015,65540.19
382275,138922.65
382277,18900.0
675552,582971.63
82686,645969.22
676276,64782.5
676261,686648.59
480985,48315.99
480984,71618.75
779733,318871.39
480987,33858.93
480960,100471.32
480961,72476.79
480962,31379.53
480968,80897.41
480969,171553.42
480970,114698.66
480971,105444.97
480972,32133.97
484599,40614.15
581631,28324.95
481107,132726.03
775373,16900.0
380310,699919.16
582094,107697.12
582093,111212.85
779734,232693.37
779732,94088.51
779731,376757.59
779730,199494.66
779725,92905.95
779722,388480.78
779724,278079.09
484535,140341.79
381961,114628.85
481266,80883.27
582856,20354.18
675388,415595.15
81918,401800.84
676482,224673.77
778806,131237.83
482987,198816.94
481422,91242.08
679997,149146.84
580990,255566.46
284581,137314.28
583030,128259.8
583031,116693.58
480283,474889.73
480290,47388.64
484515,145425.28
581624,433278.23
482739,22788.86
482505,152719.62
80500,78604.801
875545,167588.66
678661,100604.38
482691,98204.12
875546,94999.0
676122,138548.97
283737,448608.73
775685,677431.84
679656,227640.15
281709,158551.45
678505,56885.38
383611,158566.55
583183,141345.29
679741,91386.35
581266,217415.58
581250,31200.22
581260,184622.9
581209,67050.75
581220,71482.87
581190,233454.4
383996,69449.2
383368,281302.81
581149,217480.09
384130,389485.34
581162,38871.31
581167,173689.8
581033,164252.25
580999,348649.56
284242,326618.54
284223,99580.95
580966,449419.49
583299,500395.2
484087,43700.0
875216,150030.5
284526,163200.3
284425,282221.13
380440,280350.2
380437,252835.82
380471,204841.19
383685,92400.0
384861,52220.55
384863,52897.54
280807,272635.93
380436,72866.91
280777,27000.0
280736,132568.51
284464,113017.29
284414,222723.39
284322,160223.66
283886,58678.61
677629,111489.0
284208,259735.47
284167,56327.66
676279,303579.86
384103,262753.64
384095,225610.0
383373,228608.9
384055,244680.021899
384021,193785.13
384009,520466.91
383990,343911.39
581321,300167.08
382380,145699.28
383408,25800.0
383419,10400.0
383791,191141.89
481327,108791.24
481346,116289.41
484245,1217500.0
484396,83574.77
581602,176791.68
675737,184743.01
875437,152491.93
676678,74333.99
283007,70416.00139
284631,58318.18
580979,34888.5
580942,37300.37
580765,221910.56
677370,366469.55
580720,24300.0
580721,230118.05
580701,66578.52
482605,63668.42
280251,17100.0
580044,107471.64
675861,113902.92
675367,114849.45
281733,121529.58
676362,325062.15
582378,176665.87
678294,285730.52
678263,134864.69
484282,108464.23
383069,328119.63
580993,175566.65
675094,556110.82
580918,31014.1
483302,96770.04
484522,134501.75
580917,170485.95
581187,45358.1
381948,126411.6
582228,286086.05
284490,141864.0
83967,157507.34
284345,217288.72
677569,253412.91
382495,179729.82
677939,99715.07
675308,112075.17
675314,92113.05
675316,359745.6
677947,99572.36
677948,99572.36
778126,153922.01
380939,49052.78
380938,133139.47
380936,133139.47
380935,133139.47
678071,95166.09
380122,116475.98
676102,152176.48
676076,67257.8
81425,70800.0
81417,56500.0
676114,215379.23
676953,1150220.55
382672,58268.4
284986,45011.48
284987,31382.05
280003,417070.15
280005,86159.49
280001,387028.47
677181,47567.48
284837,199351.99
677182,49140.65
677184,182038.13
284844,164670.58
180972,7800024.38
679423,477885.19
282923,142406.4
675553,556590.28
677206,130914.53
676377,75759.84
875438,644883.84
381941,170826.28
383232,33600.0
284303,195389.55
676940,97702.32
281901,777681.5
678602,107343.42
482586,321629.06
675310,129469.16
580667,123576.36
82266,172673.72
580678,65722.93
84013,209713.25
776133,381383.52
481468,15300.0
675296,113070.66
678667,105979.22
581563,27130.72
580982,274221.13
675386,361229.86
481886,203978.23
580841,72770.25
676706,98396.56
380118,38167.06
484269,133754.69
383333,205353.82
483645,77847.78
676010,24280.27
679877,98047.33
679880,47798.22
480609,97527.84
480613,48472.49
81479,227608.64
282128,254633.81
282132,91530.94
775706,525159.36
875346,546877.97
483389,221173.9
675100,79217.68
482468,86331.54
675992,57157.21
80044,59202.07
83365,22854.8
83518,98694.931
677963,256153.5
484556,118045.01
384356,167722.87
580728,231140.12
80702,60105.33
481469,191912.03
283476,99002.44
583282,151673.83
184859,207889.8
676470,160519.97
382379,126845.2
677344,166728.35
776413,168648.98
582626,58720.3
83263,237345.26
284098,158472.66
776981,256008.29
83945,24592.15
283498,28258.48
380135,291573.375
83940,246334.14
83949,166688.48
82415,40200.0
676331,49490.68
676335,42175.94
676370,63092.81
676371,199376.47
676374,36934.24
676376,82450.42
676379,256205.54
676387,188858.8
676328,42158.59
676329,37900.18
676322,36626.18
676324,26510.41
676326,53354.21
775123,77602.56
515826,28701.52
675491,56217.02
381240,178215.95
381174,166863.27
381111,104262.28
381103,14952.63
381023,20925.96
678384,162245.52
779390,171099.45
775726,68760.33
384675,22932.97
384191,286648.67
280751,181614.41
581241,183737.78
581242,33795.48
779005,393837.77
779008,132574.56
779011,463475.37
779017,410106.59
779021,479361.59
779023,602892.47
779024,146108.3
779027,759043.41
