padron;deuda;pagado;superficie;valuacion_yb;valucion_smt
582101;738;0;398;33180;67231
582104;4072;0;364;120875;224828
582107;2888;0;347;132762;246937
582108;2183;0;362;127616;237366
582109;2444;0;312;115577;214973
582110;2411;0;312;111632;207636
582111;3325;0;365;184598;343353
582112;2871;0;320;128338;238708
582113;2766;0;411;131013;243685
582114;2911;0;350;137124;255051
582115;540;0;350;3100;34122
582119;515;0;350;9400;125496
582120;515;0;350;9400;191126
582121;2871;0;350;284399;528983
582199;540;0;299;2500;89841
582203;1770;0;420;113561;211224
582204;2230;0;420;85398;158841
582205;2343;0;420;117359;207717
582206;3512;0;420;195369;363387
582207;3480;0;420;182394;339254
582208;3502;0;420;192365;357799
582213;3344;0;420;194511;375607
582214;1423;0;420;44603;82962
582215;1423;0;420;44603;82962
582216;2609;0;420;233136;433633
582217;3576;0;420;224576;417711
582218;2470;0;420;151678;282121
582220;3608;0;441;236225;439378
582221;3544;0;420;209206;389124
582222;3752;0;420;296571;551623
582223;1968;0;420;54261;100926
582224;2565;0;450;205805;382797
582227;3447;0;420;168001;312482
582228;4810;0;441;286086;601959
582229;10263;0;441;554461;1031298
582230;3817;0;420;325467;605369
582235;2637;0;420;249520;464107
582239;3576;0;450;223058;414888
582241;1989;0;450;56125;104393
582244;3523;0;425;200822;373530
582247;390;0;450;19800;161472
582248;1570;0;450;77756;289254
582250;394;0;456;42000;489483
582251;2581;0;480;215651;401112
582252;3375;0;471;206852;384746
582253;3201;0;480;154443;287264
582254;2537;0;480;191791;356731
582255;3833;0;480;332778;618967
582256;5080;0;480;306262;569647
582257;3694;0;588;274872;511263
582258;2785;0;588;60325;112204
582259;2246;0;480;149324;277743
582260;3576;0;480;223707;416096
582261;2570;0;480;53322;99180
582262;3269;0;480;232301;432081
582263;4252;0;411;117875;219248
582264;1423;0;420;44497;82765
582265;1675;0;420;44603;82962
582268;3496;0;420;187689;349103
582269;3571;0;420;220511;410151
582270;2433;0;420;114942;213792
582276;2653;0;420;257839;479580
582277;2385;0;420;107040;199095
582278;2455;0;420;117351;218273
582279;2899;0;421;134317;689203
582280;3480;0;420;180271;335304
582281;4660;0;450;236218;439366
582284;2876;0;420;129879;241576
582285;2915;0;420;137569;255879
582286;3953;0;450;463223;861595
582293;2656;0;420;50975;169411
582294;3550;0;420;210644;391798
582295;2521;0;450;182229;338946
582296;3496;0;420;189124;351771
582297;3763;0;420;302017;561752
582298;1932;0;420;50975;94814
582300;2113;0;300;109221;203151
582301;3307;0;300;165720;308239
582302;2731;0;450;56125;104393
582303;3544;0;450;280876;522429
582306;3752;0;489;297552;585845
582307;3683;0;556;267595;497726
582310;4679;0;450;214622;399196
582313;2348;0;411;102551;190746
582314;3458;0;411;174561;324684
582315;3421;0;420;156188;290511
582316;3480;0;420;182570;339581
582317;3635;0;420;247675;460677
582318;3587;0;411;226013;420384
582319;3587;0;420;227026;422269
582320;3480;0;420;181488;337568
582321;3550;0;420;212247;394780
582322;2887;0;411;134054;300800
582323;3163;0;411;261162;485762
582324;2694;0;420;53887;100231
582325;3365;0;420;201058;373969
582326;2712;0;420;290209;539788
582327;1730;0;420;47478;88310
582328;2811;0;420;62312;115901
582329;4385;0;420;148736;276649
582330;3672;0;420;264229;491467
582331;4895;0;441;316444;588587
582340;3683;0;441;267689;497902
582341;3447;0;441;267506;497561
582342;3678;0;420;265210;493290
582343;3800;0;420;319309;593915
582344;1651;0;420;258174;480203
582345;3763;0;450;300873;559625
582346;3870;0;420;348297;647833
582347;2593;0;420;224700;417943
582348;3528;0;420;202178;376051
582352;3512;0;450;195561;363743
582353;3554;0;450;213979;398002
582354;3896;0;450;359255;668215
582357;2617;0;696;235814;438614
582358;3694;0;450;271900;505734
582359;2967;0;450;437035;812886
582360;4701;0;450;220536;410197
582365;1629;0;420;88874;319641
582368;2542;0;420;193864;360588
582369;3421;0;420;156888;291812
582370;3506;0;420;194067;360966
582371;3646;0;420;251057;466967
582372;4377;0;411;56405;104914
582373;3774;0;625;414504;770978
582374;1710;0;642;110194;767794
582375;3789;0;651;169054;314441
582376;4906;0;659;319618;594489
582377;5009;0;668;357735;665387
582378;2925;0;673;176665;328598
582379;4692;0;685;247713;460746
582380;3968;0;694;216617;402907
582383;2537;0;420;192325;357725
582384;3742;0;420;294343;547478
582385;2656;0;420;50975;94814
582386;3592;0;450;229223;426356
582389;5311;0;420;358414;666651
582390;4052;0;441;248333;461900
582394;5848;0;571;733998;1365237
582395;5078;0;621;377611;702357
582396;3965;0;589;503404;936331
582397;5132;0;597;64189;119391
582404;2267;0;450;91543;170271
582405;3458;0;450;174507;324583
582406;4111;0;775;450744;838384
582407;4928;0;929;327030;608276
582414;1238;0;445;117235;218057
582431;2385;0;514;107476;199905
582432;465;0;300;20116;37417
582433;2312;0;300;112689;209602
582437;573;0;300;25066;46623
582438;2252;0;300;88809;165185
582455;2219;0;450;84201;156614
582456;3678;0;450;266393;495492
582458;2704;0;533;91463;170121
582459;4941;0;542;274870;511259
582460;3009;0;542;77471;144097
582461;3075;0;542;81666;151900
582466;2230;0;300;85924;159818
582467;3193;0;300;151921;282574
582468;3174;0;300;187862;349425
582469;2455;0;300;117376;218319
582470;1974;0;300;93225;173398
582471;390;0;300;16763;31180
582472;1798;0;600;118801;220971
582473;540;0;300;16763;31180
582474;390;0;300;16763;31180
582475;2616;0;1374;239965;446335
582477;4391;0;341;217008;403635
582500;540;0;309;3200;164052
582501;540;0;309;3400;178488
582512;540;0;309;900;214712
582560;466;0;450;28062;52196
582610;2935;0;450;43263;80470
582613;2160;0;677;76116;141575
582614;1185;0;677;71604;133184
582615;433;0;677;48993;91127
582616;3334;0;677;187887;349471
582617;1104;0;677;109883;204383
582619;2144;0;677;88014;163707
582620;2246;0;526;148645;276480
582623;3999;0;717;403540;750585
582626;2763;0;2101;58720;109219
582627;4528;0;808;628409;1168841
582628;3951;0;673;384032;714300
582630;7531;0;1078;244112;454048
582631;6765;0;717;193853;360567
582632;3507;0;823;83902;156058
582633;2929;0;685;71597;133171
582634;2929;0;685;71597;133171
582635;5137;0;922;397891;740078
582639;2835;0;1376;144081;267991
582647;2470;0;300;151808;282363
582648;2197;0;300;132780;246971
582649;630;0;300;56654;105377
582650;2529;0;300;185601;345218
582651;1803;0;300;119856;222932
582652;3469;0;300;176159;327656
582653;2257;0;303;89722;166883
582654;515;0;300;18440;34298
582655;1639;0;300;88963;165472
582656;2455;0;300;117123;217850
582657;1429;0;300;74500;138571
582658;3715;0;300;281244;523114
582659;2944;0;1491;72485;134823
582662;540;0;300;41395;76995
582663;2950;0;300;145396;270438
582664;4149;0;1491;465990;866741
582665;2629;0;300;244315;454426
582666;2337;0;300;100996;187852
582667;3470;0;300;183266;340875
582668;2961;0;300;147096;273599
582846;578;0;326;25576;47572
582847;503;0;326;25576;47572
582848;540;0;326;21007;39074
582849;2211;0;326;137128;255059
582852;738;0;300;33223;61795
582853;540;0;300;20116;37417
582854;540;0;300;20116;37417
582855;540;0;300;20116;37417
582856;415;0;300;20354;37858
582857;1229;0;300;72868;135534
582939;3533;0;360;204801;380931
582940;3587;0;540;229025;425987
582941;2915;0;499;137540;255826
582946;3550;0;499;210582;391684
582971;3421;0;300;158033;293942
582972;2514;0;355;176295;327909
583010;540;0;300;22146;41193
583011;2300;0;300;95245;177156
583012;2888;0;300;132816;247038
583013;540;0;300;18440;34298
583014;3447;0;300;168011;312501
583015;1583;0;300;97638;181607
583016;1380;0;307;69704;129649
583017;2385;0;307;106997;199015
583018;764;0;307;34554;64270
583019;3432;0;307;160641;298794
583020;2241;0;307;87151;162101
583021;2215;0;307;83482;155277
583024;540;0;300;20354;37858
583025;3502;0;300;192364;357798
583026;3273;0;300;161172;299781
583031;2450;0;0;116693;183259
583032;2198;0;300;81063;150778
583033;679;0;300;57445;106849
583034;540;0;300;19278;35857
583035;738;0;300;62182;115658
583036;540;0;300;22146;317149
583037;2219;0;300;83646;155581
583038;2359;0;300;103803;193075
583039;2363;0;300;104301;194000
583040;3410;0;300;152100;282907
583041;1998;0;300;145742;271080
583042;3447;0;300;169159;314637
583043;540;0;300;16780;31212
583044;2396;0;300;109685;204015
583045;1954;0;300;108273;319973
583046;2284;0;300;60978;113420
583047;1711;0;300;103009;191598
583053;2854;0;397;125525;233478
583054;489;0;507;29439;54756
583055;510;0;542;30833;57350
583056;4173;0;291;294692;548128
583058;628;0;739;38268;71178
583059;4855;0;2332;148580;276359
583060;660;0;803;40088;74564
583080;1096;0;246;74195;138004
583081;864;0;231;48506;90222
583082;3137;0;219;146818;273083
583083;864;0;321;44825;83375
583084;824;0;303;41750;77655
583085;1208;0;340;81704;151970
583086;1000;0;367;67355;125281
583087;624;0;343;60742;112981
583088;564;0;295;45252;84170
583089;1407;0;232;72183;134261
583090;2235;0;284;86544;160973
583091;882;0;283;61335;114084
583092;864;0;300;51037;94930
583093;864;0;294;38510;71630
583094;3897;0;300;187159;348116
583095;2871;0;0;128479;238972
583096;2257;0;301;89964;167334
583097;540;0;298;13118;24400
583098;588;0;294;49626;92304
583099;1352;0;290;66015;122788
583100;540;0;295;26870;49980
583101;540;0;299;35265;65593
583102;738;0;295;62014;151367
583103;2182;0;300;78811;146589
583104;2171;0;301;76880;142997
583105;1363;0;301;67833;126169
583106;2944;0;330;143827;267519
583107;2354;0;317;119292;221883
583108;2235;0;291;86442;160783
583109;2894;0;409;133346;248023
583110;1027;0;422;88787;165144
583111;2326;0;301;98745;183666
583112;1407;0;306;72230;134347
583113;2241;0;299;86969;161763
583114;465;0;297;39213;257443
583115;540;0;301;20905;38884
583116;2428;0;301;113993;212027
583117;684;0;300;57642;107215
583118;2950;0;354;145718;271036
583119;2921;0;414;138599;257794
583120;2216;0;399;98361;182953
583121;647;0;288;54673;101693
583122;2171;0;297;77487;144127
583123;2326;0;297;99484;185040
583124;573;0;297;47384;88135
583125;2198;0;505;80841;150364
583126;573;0;504;47470;88294
583127;2385;0;722;108218;201286
583128;2315;0;784;97501;181353
583129;2859;0;413;126159;234655
583131;3447;0;486;167763;312041
583132;2359;0;425;103452;192420
583133;3496;0;413;188900;351354
583134;588;0;410;49314;91724
583135;614;0;329;51918;96568
583136;3480;0;294;180882;336440
583137;3447;0;251;169226;314761
583138;1380;0;418;69685;129614
583139;1412;0;357;72737;135291
583140;1059;0;940;96169;178874
583141;4660;0;558;236092;439132
583143;3656;0;854;256423;476948
583145;6113;0;1497;83781;155834
583146;2915;0;439;137839;256381
583148;6097;0;2045;81393;151392
583151;3344;0;565;193245;359435
583152;515;0;256;16004;29768
583157;3176;0;857;187871;349441
583158;2428;0;706;113913;211879
583159;1752;0;733;48853;90867
583160;3512;0;662;195103;362892
583161;3528;0;706;202713;377047
583162;3410;0;347;151031;280918
583163;1381;0;373;41227;76682
583164;3551;0;373;260845;485172
583165;684;0;373;30901;57476
583169;540;0;324;1;109887
583178;1998;0;286;105496;196223
583179;2963;0;344;187441;348641
583180;1363;0;277;92230;171549
583181;1385;0;277;93986;174815
583182;3908;0;286;188037;321546
583183;2261;0;286;141345;262902
583184;1675;0;286;105841;196865
583185;3891;0;286;185387;344819
583186;3200;0;286;153719;285917
583187;2971;0;286;188628;350848
583188;1310;0;286;113952;211952
583189;2889;0;344;167490;311532
583190;3841;0;349;177919;330930
583191;4558;0;349;201196;374225
583192;3948;0;344;194773;362279
583193;1390;0;286;94129;175079
583194;3525;0;286;205957;383081
583195;3237;0;286;158440;309078
583196;1720;0;286;111559;207500
583197;1409;0;286;105884;447605
583198;2856;0;286;133333;247999
583199;3316;0;286;207228;385445
583249;1363;0;266;67338;125248
583253;5976;0;659;684142;1272504
583254;4601;0;429;217250;404086
583255;5999;0;300;103668;192824
583256;664;0;300;20116;37417
583257;2943;0;300;124967;232440
583258;3344;0;300;219356;408002
583259;2415;0;301;31759;59073
583260;2954;0;300;126322;234959
583261;3109;0;300;146658;272785
583262;2348;0;378;29884;55584
583263;1021;0;300;23153;43065
583264;1021;0;300;23153;43065
583265;1021;0;300;23153;43065
583266;7076;0;300;192656;358341
583267;3082;0;300;140574;261468
583268;2261;0;300;141938;264005
583269;746;0;300;19278;35857
583270;736;0;300;19008;35356
583271;4586;0;300;209946;390501
583276;4590;0;300;212485;395223
583277;864;0;300;27747;51609
583278;2119;0;300;109865;204350
583279;2152;0;300;112734;209686
583280;3109;0;299;143472;266859
583281;2119;0;300;109893;204401
583282;3179;0;300;151673;282113
583283;5171;0;300;65992;122746
583286;3858;0;300;36658;68185
583287;3141;0;300;147285;273950
583288;1363;0;300;92232;171552
583289;5941;0;300;96362;179233
583290;7263;0;300;214013;398065
583291;3078;0;277;156318;290753
583292;743;0;300;16763;31180
583293;3013;0;300;133128;247619
583294;6284;0;300;103399;192323
583295;3795;0;300;170320;316795
583296;824;0;300;35359;65768
583297;2417;0;679;33768;62809
583299;4229;0;1102;500395;930735
583301;31827;0;10354;1560468;2902470
583308;3908;0;664;188077;349823
583310;4671;0;344;239641;445733
583311;540;0;300;11286;20992
583312;515;0;299;12568;23377
583313;344;0;299;54339;101072
583314;2156;0;290;75181;139836
583315;668;0;290;56549;105181
583316;705;0;299;59338;110369
583317;2921;0;290;138719;258018
583318;416;0;290;60994;113449
583319;540;0;299;33338;62009
583320;2353;0;299;103171;191899
583321;647;0;299;54339;101072
583322;578;0;299;47875;89048
583323;1325;0;300;63164;117486
583324;2241;0;299;87291;162362
583325;2899;0;299;134964;251034
583326;564;0;300;45754;85103
583327;1352;0;290;66824;124293
583328;2230;0;290;85542;159109
583329;583;0;299;48864;90887
583330;2374;0;299;106420;197942
583331;578;0;300;47621;88575
583332;1319;0;299;62986;117154
583333;609;0;299;51361;95532
583334;540;0;300;12572;23384
583335;334;0;299;53255;99055
583336;2374;0;299;105879;196935
583337;2439;0;290;115019;213935
583338;2267;0;290;91425;170051
583339;2439;0;300;115185;214244
583340;2139;0;299;87370;162510
583341;2278;0;300;92705;172431
583342;3415;0;299;154237;286881
583343;727;0;299;61058;113568
583344;2396;0;299;109449;203576
583345;540;0;300;7771;14454
583346;573;0;299;47460;88275
583347;549;0;300;43475;80864
583348;583;0;299;51463;95721
583349;515;0;299;29670;55186
583350;2557;0;299;203997;379434
583351;3285;0;299;166171;309078
583352;2246;0;299;88329;164293
583353;2370;0;396;121498;225987
583354;1352;0;477;66211;123152
583355;540;0;298;23585;43868
583356;2967;0;299;149734;278505
583357;1392;0;300;74966;139437
583358;2455;0;299;117980;219443
583359;2058;0;300;75246;139958
583360;1010;0;299;64317;119631
583361;2326;0;300;99789;185608
583362;540;0;300;30851;57384
583363;1391;0;299;70179;130533
583364;2315;0;299;97841;181985
583365;2407;0;299;110477;205488
583366;540;0;299;20948;38964
583367;2326;0;300;98920;183991
583368;390;0;300;25717;47833
583369;515;0;300;13940;25929
583370;540;0;290;39957;74320
583371;515;0;291;15322;28500
583372;1339;0;299;68651;127691
583373;2300;0;290;95811;178209
583374;642;0;290;54059;100551
583375;540;0;299;33940;63128
583376;2353;0;299;103124;191810
583377;559;0;299;44648;83045
583378;1412;0;299;72852;135506
583379;418;0;300;46154;85847
583380;540;0;299;25637;47686
583381;2289;0;299;94129;175081
583382;1644;0;299;89932;167274
583383;2253;0;290;105541;196307
583384;265;0;290;39614;73683
583385;569;0;299;46264;86052
583386;609;0;300;51814;96374
583387;540;0;299;12572;23384
583388;1374;0;299;68411;127244
583389;1319;0;299;62706;116634
583390;540;0;300;17286;32152
583391;390;0;300;40567;140447
583392;540;0;300;25490;47411
583393;2230;0;290;85942;159853
583394;1380;0;290;69701;129645
583395;2927;0;299;141036;262328
583396;515;0;299;26149;48637
583397;1352;0;299;66290;123299
583398;609;0;299;51035;94925
583399;2263;0;299;90127;167637
583400;540;0;299;36789;68428
583401;540;0;289;25514;47456
583402;2278;0;416;92115;171335
583403;673;0;117;56889;105814
583404;3619;0;588;241484;449160
583405;2363;0;299;104594;194544
583406;3415;0;299;154813;287952
583407;2487;0;299;122265;227412
583408;2246;0;300;87638;163008
583409;540;0;300;12580;23400
583410;2160;0;299;75364;140177
583411;2219;0;290;84711;157563
583412;3474;0;290;179709;334259
583413;3414;0;299;159928;297467
583414;2321;0;290;98432;183084
583415;540;0;290;12742;391777
583416;2160;0;299;75577;140574
583417;1418;0;299;73064;135899
583418;540;0;299;38163;70983
583419;540;0;299;29720;55280
583420;540;0;299;21222;39473
583421;540;0;300;4171;7758
583422;540;0;300;6649;12367
583423;2422;0;300;112927;210044
583424;2198;0;290;80861;150403
583425;2455;0;420;117987;219456
583426;515;0;292;20430;37999
583427;2062;0;300;75996;141352
583428;2187;0;299;79284;147469
583429;2224;0;299;84741;157618
583430;2305;0;299;96493;179478
583431;1412;0;300;72844;135489
583433;1339;0;423;68461;127339
583434;539;0;300;45555;84734
583435;2407;0;299;111382;207171
583436;2411;0;299;111509;207407
583437;3635;0;299;249073;463277
583438;2326;0;290;99328;184750
583439;2380;0;329;106816;198678
583440;3533;0;454;204590;380539
583441;540;0;132;2549;4742
583477;3694;0;762;274865;511249
583479;540;0;275;18095;33658
583480;540;0;275;17858;33216
583481;3031;0;275;78948;146844
583482;2417;0;275;112135;208572
583483;2493;0;283;165446;307730
583493;3212;0;695;286283;532486
583494;8616;0;694;366740;682138
583495;3823;0;1099;174512;324593
583496;2455;0;302;117910;219314
583497;2252;0;610;88627;164846
583500;3061;0;526;49778;92588
583501;633;0;530;54156;100731
583502;1246;0;553;84343;156878
583503;3458;0;901;173122;322008
583504;3443;0;895;165214;307299
583505;3517;0;890;198747;369670
583506;3667;0;883;262072;487455
583507;4703;0;1386;326055;606463
583508;1374;0;364;68400;23272
583512;540;0;277;12660;23548
6000006;4980;0;9854;967743;1800002
6000009;6754;0;12541;1172706;2181233
6000011;5517;0;20345;1023234;1903215
6000019;11553;0;46230;2557497;4756946
6000021;5126;0;8269;577615;1074365
6000022;7743;0;14180;990481;1842296
615898;540;0;307;31800;178596
630703;1592;0;719;42159;78417
631882;515;0;299;20131;37443
631883;824;0;336;32495;60440
631884;2898;0;448;135578;252175
631885;3021;0;1630;149528;278123
632218;346;0;376;22314;41504
632219;3842;0;24148;521907;970747
632220;374;0;364;23886;44429
632221;374;0;364;23899;44452
632222;349;0;343;22885;42566
632223;504;0;349;23231;43209
632224;338;0;367;23926;44503
632225;338;0;367;23926;44503
632226;363;0;376;24513;45594
632227;360;0;329;21513;40015
632228;360;0;329;21513;40015
632229;360;0;329;21549;40081
632230;360;0;329;21513;40015
632231;360;0;329;21513;40015
632232;360;0;329;21513;40015
632233;360;0;329;21716;40392
632234;273;0;329;21513;40015
632235;360;0;329;21513;40015
632236;360;0;329;21513;40015
632237;360;0;329;21513;40015
632238;360;0;329;21513;217272
632239;360;0;329;21513;40015
632240;343;0;329;21513;40015
632241;343;0;329;21513;40015
632242;343;0;329;21513;40015
671871;540;0;267;1100;41009
672089;540;0;304;29800;19750
672201;515;0;291;8000;22684
672202;540;0;291;6500;82380
673369;864;0;4780;1;1156436
675000;540;0;355;2100;61400
675001;540;0;339;1900;77476
675002;540;0;351;2000;133447
675003;540;0;354;2000;67915
675004;540;0;2023;1800;89901
675010;540;0;299;300;85923
675011;864;0;327;1800;137009
675012;540;0;393;2500;94193
675013;545;0;299;41935;78000
675014;2689;0;349;277255;515695
675015;3285;0;327;163996;305034
675016;2751;0;23818;929;1729
675026;4464;0;2114;1013022;1884221
675027;4147;0;1594;140535;261396
675028;4097;0;1135;526087;978522
675029;864;0;590;52476;97605
675030;4524;0;1816;179608;334072
675031;705;0;509;31571;58723
675032;2219;0;510;83686;155657
675033;2040;0;2201;61518;114423
675035;4326;0;452;134622;250397
675036;2550;0;450;195864;364308
675037;625;0;450;28062;52196
675038;540;0;900;25300;802234
675039;4587;0;1560;653361;1215253
675041;3411;0;420;221042;411139
675042;2529;0;444;186576;347032
675048;6012;0;1355;72336;134545
675050;3229;0;477;58316;108468
675051;4634;0;485;225476;419386
675052;3437;0;300;164948;306804
675054;2470;0;300;152738;284093
675058;27024;0;150926;7840442;14583223
675060;3496;0;633;189341;352175
675061;3506;0;448;194148;361116
675062;1658;0;469;43714;81308
675063;4716;0;525;223819;416304
675064;3715;0;714;281876;524290
675065;4754;0;715;231655;430878
675066;3544;0;735;195225;363120
675067;4001;0;1581;519583;966425
675069;3656;0;586;256039;476232
675070;3672;0;444;264730;492397
675071;4009;0;456;406818;536807
675072;2343;0;456;117532;218610
675073;3704;0;456;278794;518558
675074;3283;0;456;165760;308313
675075;4433;0;456;159312;296320
675076;3421;0;456;155566;289354
675077;2485;0;456;160094;297775
675078;3410;0;469;152752;284120
675079;3590;0;436;272562;506967
675080;3496;0;450;189381;352249
675081;1895;0;450;191690;356544
675082;3656;0;450;255269;474801
675083;3517;0;450;199052;370237
675084;3608;0;450;236832;440507
675087;538;0;279;60895;113265
675088;3506;0;525;194574;361908
675089;2246;0;521;87505;252436
675090;390;0;508;36725;68310
675092;3550;0;3484;210203;390979
675093;3726;0;1002;285630;531272
675094;4362;0;1018;556110;1034366
675097;540;0;240;26126;48595
675098;1412;0;250;72951;135688
675099;1319;0;250;62942;117072
675100;2187;0;250;79217;147344
675101;2493;0;250;166072;308895
675102;2160;0;250;76261;141846
675103;2160;0;250;75783;140957
675104;1567;0;250;75265;139993
675105;1363;0;250;67876;126249
675106;3517;0;252;196825;366095
675107;2374;0;272;105940;197049
675108;2072;0;465;77148;143496
675109;1133;0;250;92775;172561
675110;2160;0;250;76035;141425
675111;2219;0;250;83893;156041
675112;540;0;250;27075;50359
675113;540;0;250;38723;72026
675114;2208;0;250;135526;252079
675115;474;0;250;53789;100049
675116;2160;0;250;75902;141179
675117;390;0;250;18860;35081
675118;2363;0;250;104756;194847
675119;2359;0;240;103573;192646
675120;599;0;240;50495;93921
675121;540;0;240;20893;38862
675122;1097;0;250;79420;147722
675123;559;0;250;44460;82697
675124;2175;0;244;125522;233472
675125;2396;0;250;108662;202112
675126;390;0;250;18875;35107
675127;2326;0;250;99267;184637
675128;583;0;250;48756;90686
675129;540;0;250;40418;75178
675130;2246;0;250;149677;278400
675131;2294;0;356;94849;176420
675132;1335;0;418;64335;782590
675133;1196;0;250;73166;136089
675134;540;0;250;37057;68927
675135;540;0;250;37236;69260
675136;2487;0;250;121770;226493
675137;554;0;250;43667;81221
675138;716;0;250;60714;112928
675139;549;0;250;43450;80818
675140;534;0;250;44287;82374
675141;515;0;250;40265;74893
675142;1380;0;250;69377;129041
675143;2315;0;240;98081;182431
675144;631;0;195;53390;99307
675145;540;0;195;31774;59101
675146;390;0;208;27324;50823
675147;578;0;204;48170;89597
675148;540;0;194;27876;51850
675149;553;0;203;47994;89269
675150;2215;0;204;83401;155126
675151;2160;0;198;76369;142047
675152;2204;0;204;81853;152247
675153;390;0;206;37067;68945
675154;540;0;197;33310;61958
675155;549;0;199;42742;79500
675156;2160;0;203;75346;140143
675157;545;0;193;42254;78593
675158;558;0;222;48803;90774
675159;540;0;254;32288;60056
675160;540;0;310;40890;76056
675161;540;0;218;36649;68168
675162;1695;0;194;98929;184009
675163;2160;0;207;76217;141763
675164;1167;0;201;68548;127500
675165;668;0;191;56722;105504
675166;621;0;201;53322;99179
675167;701;0;196;59082;109893
675168;309;0;201;44167;82152
675169;540;0;201;35531;66087
675170;540;0;201;34078;63386
675171;559;0;201;44263;82330
675172;2209;0;201;82472;153398
675173;540;0;195;26527;49340
675174;540;0;194;36476;67846
675175;540;0;191;41812;77771
675176;554;0;179;43955;81757
675177;390;0;198;14464;26904
675178;390;0;198;32072;59654
675179;540;0;195;26975;50174
675180;564;0;196;45694;84990
675181;497;0;208;56552;105186
675182;540;0;192;35180;65434
675183;1159;0;192;67499;125549
675184;540;0;190;21612;40199
675185;2209;0;201;83290;154920
675186;2171;0;192;77249;143684
675187;540;0;190;24641;45833
675188;540;0;190;33652;62592
675189;540;0;217;16144;30028
675190;515;0;193;19648;36545
675191;3159;0;394;183502;355660
675192;2242;0;456;102186;190066
675193;540;0;199;41785;77721
675194;1325;0;199;63271;117685
675195;540;0;199;19407;36098
675196;2374;0;201;106247;197619
675197;2385;0;199;107470;199895
675198;540;0;201;15588;28995
675199;540;0;199;14959;27824
675200;545;0;199;42182;78460
675201;2391;0;201;108602;202000
675202;1380;0;207;69286;128873
675203;545;0;192;42355;78780
675204;569;0;192;46261;86046
675205;540;0;212;37288;69356
675206;2198;0;202;81567;151716
675207;390;0;183;14299;26597
675208;2267;0;258;106182;197499
675209;540;0;266;38211;71073
675210;2221;0;266;99950;185908
675211;540;0;266;19382;36051
675212;2129;0;266;85538;159100
675213;2267;0;266;90534;168393
675214;2289;0;266;94331;175456
675215;540;0;266;27807;51721
675216;515;0;266;29313;54523
675217;515;0;266;19382;36051
675218;1855;0;266;109095;202917
675219;2257;0;266;89410;166303
675222;2267;0;266;90533;168392
675223;433;0;266;49025;91188
675224;540;0;266;19377;36042
675225;573;0;266;47140;87681
675226;1411;0;266;73996;137633
675227;1196;0;266;73221;136192
675228;2257;0;266;89793;167015
675229;1631;0;266;86992;161806
675230;609;0;266;51798;96344
675231;1411;0;266;73997;137634
675232;540;0;266;19377;36042
675233;3274;0;257;160879;299235
675234;540;0;193;39505;73479
675235;540;0;241;33361;62052
675236;2363;0;213;104795;194920
675237;540;0;215;14272;26547
675238;540;0;209;22531;41907
675239;1572;0;219;76266;141855
675240;1407;0;212;72282;134445
675241;515;0;217;17743;33003
675242;1319;0;215;62750;116716
675243;2444;0;212;115856;215493
675244;540;0;449;38237;71121
675245;1023;0;215;67639;125809
675246;2465;0;418;119232;221771
675247;636;0;156;53915;100282
675248;657;0;218;55386;103018
675249;515;0;212;11286;20993
675250;2492;0;421;123080;228928
675251;609;0;219;51468;95731
675252;588;0;213;49537;92139
675253;540;0;213;24235;45078
675254;540;0;212;18164;33785
675255;1335;0;215;64479;119931
675256;711;0;248;60013;111624
675257;540;0;186;18853;35067
675258;2209;0;213;82659;153746
675259;540;0;214;11617;21608
675260;515;0;217;32907;61208
675261;540;0;207;41050;76353
675262;573;0;278;46834;87112
675263;2230;0;287;86065;160082
675264;2374;0;287;105842;196867
675265;2509;0;287;175072;325634
675266;540;0;278;41739;77635
675267;3469;0;278;177889;330873
675268;1423;0;287;73749;137174
675269;864;0;287;21185;39405
675270;2774;0;287;59768;111170
675271;540;0;278;23436;43592
675274;3298;0;988;326849;607940
675275;4701;0;0;1271275;2364571
675280;2064;0;479;105498;196226
675281;3608;0;1297;237415;441592
675282;940;0;476;85562;159146
675287;540;0;6315;12650;826498
675288;10729;0;4919;1589218;2955946
675289;2667;0;1575;51486;95764
675290;2742;0;1566;57056;106124
675291;2546;0;1574;51477;95749
675292;540;0;1582;12650;133724
675293;3491;0;854;185472;344978
675294;4191;0;592;302915;563422
675297;2752;0;933;57922;107735
675298;2581;0;1052;217446;404450
675304;7797;0;6060;922681;1716187
675305;6774;0;3573;1061561;1974504
675306;4730;0;1578;258642;481075
675307;4751;0;1578;267580;497699
675308;2417;0;994;112075;208459
675309;2487;0;994;122146;227192
675310;4305;0;994;129469;240812
675311;2967;0;994;149375;277837
675312;2478;0;994;158124;294111
675313;3581;0;994;92113;171330
675314;2278;0;994;92113;171330
675315;3902;0;994;360100;669786
675316;3896;0;970;359745;669126
675317;2396;0;390;108852;202465
675318;515;0;399;39735;73908
675323;3951;0;922;382600;711637
675326;2593;0;314;223317;415370
675327;2444;0;323;116444;216587
675331;2750;0;485;127944;237977
675332;2581;0;485;215117;400118
675333;2455;0;485;117934;219357
675335;3447;0;643;266501;495692
675336;3550;0;811;211731;393820
675338;3829;0;605;174783;325097
675339;3264;0;515;161331;300076
675340;4436;0;818;58575;1260789
675344;5596;0;1618;553692;1029868
675355;620;0;191;52068;96846
675356;1401;0;399;71124;132290
675357;549;0;215;22683;42190
